c5	remark
19880924040119A	ALLOWED AIRCRAFT TO DRIFT OFF RUNWAY ON CROSSWIND LANDING. TRIED GO AROUND BUT HIT SMALL TREES,ROCKS AND NOSED OVER
19880924040189A	ENGINE WAS HEARD TO SLOW DOWN ON CLIMBOUT. PLANE STALLED FELL OFF ON WING AND CRASHED. BELIEVE ELECTRIC PROP DEFECT
19880924040239I	LEFT MAIN GEAR COLLAPSED ON ROLLOUT. TRUNNION SHOWED GALLING BY AN EXTREMELY WORN INTER BEARING PISTON ASSEMBLY.
19880924040549A	LANDED LONG AND OVERRAN THE COW PASTURE USED FOR LANDING STRIP. RAN INTO A SIX FOOT DEEP DRAINAGE DITCH.
19880924052829I	PRIOR TO OFF FIELD LANDING, PASSENGER ARM INJURED BY MAN FALLING AGAINST HER. PRECAUTIONARY TRIP TO HOSPITAL.
19880924055019I	MADE A FAST RIGHT TURN OFF RUNWAY AFTER LANDING. NOSE WHEEL WENT INTO DIRT AND GEAR COLLAPSED.
19880924056229I	STUDENT MADE A HARD LANDING AFTER A SHORT APPROACH. BOUNCED TWICE AND NOSED INTO RUNWAY.
19880924056639I	NOTICED VIBRATION ON CLIMBOUT AND RETURNED. A NOSE GEAR DOOR WAS OPEN. LATCHED IT AND DEPARTED.
19880924059629I	UNABLE TO GAIN ALTITUDE ON TAKEOFF. ABORTED. WENT THROUGH PARKING LOT. HIT BRUSH AND NOSED OVER.
19880924059649I	VFR PILOT, BEING DISORIENTED AND CAUGHT ON TOP, WAS ASSISTED BY ATC TO DESCEND BELOW CLOUDS FOR A SAFE LANDING.
19880924060329I	STUDENT DECIDED TO PRACTICE WITHOUT REFUELING. FUEL RAN OUT ON TAKEOFF. LANDED STRAIGHT AHEAD AND RAN OFF RUNWAY.
19880924063949A	STUDENT STALLED THE AIRCRAFT AND IMPACTED THE GROUND TRYING TO MAKE A SHORT FIELD TAKEOFF FROM HIS PASTURE.
19880924068959A	LEFT MAIN LANDING GEAR COLLAPSED WHILE BACK TAXIING FOR TAKEOFF. LANDING GEAR MICRO SWITCH HAD SHORTED.
19880925040029A	BOUNCED AND PORPOISED ON LANDING, ELECTED TO GO AROUND. ALLOWED AIRCRAFT TO VEER LEFT ON CLIMBOUT INTO TREES.
19880925040069A	DRAGGED A WING TURNING A LOW FINAL. GLIDER THEN CARTWHEELED ROTATING 180 DEGREES.
19880925040129A	ENGINE FAILED ON FINAL IMPACTED SHORT OF RUNWAY. FUEL SYSTEM SERVICE BULLETIN NOT COMPLIED WITH.
19880925040179A	LANDED DOWNWIND NEAR EDGE OF SOD STRIP,ENTERED TALL GRASS,ROUGH GROUND AND OVERTURNED IN A WATER FILLED DITCH.
19880925040209A	OVER AN OVERCAST AT NIGHT WITHOUT FULL WX BRIEFING. LOW ON FUEL DESCENDED THROUGH CLOUDS. HIT WIRE ON A ROAD.
19880925040269A	HIGH SINK RATE ON FINAL,OVER CORRECTED TO NOSE HIGH THEN NOSED INTO GROUND SHORT OF RUNWAY.TWO PILOTS WERE ONBOARD.
19880925041229A	TOOK OFF INTO MARGINAL WEATHER, GOT INTO CLOUDS. LOST CONTROL BUT RECOVERED AND BROKE OUT. STALLED TURNING TO LAND.
19880925053479I	SMOKE AND STEAM IN COCKPIT. LOST POWER. AUTOROTATED TO CORN FIELD. ROLLED OVER AND ROTOR BLADES STRUCK GROUND.
19880925053869I	HAD ENGINE VIBRATION ON TAKEOFF. PRECAUTIONARY LANDING IN A FIELD. RAN THROUGH A FENCE ON ROLLOUT.
19880925054439I	OVERWING ESCAPE SLIDE FELL OFF ON FINAL APPROACH. DEPARTED MINUS SLIDE. CIVILIAN LATER RETURNED SLIDE.
19880925058799I	ENGINE QUIT DUE TO FUEL EXHAUSTION. FORCED LANDING ON BEACH. LATER REFUELED AND FLOWN. CONFLICT ON USEABLE FUEL.
19880925058819I	LANDED SHORT OF RUNWAY. STATED WAS DISTRACTED BY OTHER AIRCRAFT ON RUNWAY. PROP AND NOSE GEAR DAMAGED.
19880925059659I	WHEN POWER APPLIED AFTER PRACTICING SPIN, ENGINE QUIT, LANDED IN A FIELD AND FLIPPED OVER. SUSPECT CARBURETOR ICE.
19880925061889I	ROUGH ENGINE. REQUESTED VECTORS TO LAND AT OLEAN. NR1 CYLINDER HEAD CRACKED AND VALVE HEAD MISSING.
19880925065859I	LANDED LONG AND RAN OFF END OF RUNWAY. BECAME AIRBORNE, ENTERED TRAFFIC PATTERN AND LANDED SECOND TIME.
19880925071689A	
19880926040509A	ENGINE QUIT ON CLIMBOUT. CRASHED INTO TREES OFF END OF RUNWAY. GASCOLATOR SEAL WAS LEAKING ALLOWED AN AIR LEAK.
19880926040539A	RAN OUT OF FUEL NEAR DESTINATION. TRYING TO LAND IN AN OPEN FIELD, CRASHED INTO TREES.
19880926041279A	TRIED TO GO UNDER POWERLINES ON A DOWNWIND TAKEOFF BUT STALLED AND HIT BANK OF AN ELEVATED ROAD AT END OF RUNWAY.
19880926041809A	HIT HARD ON A PRACTICE AUTOROTATION. SPREAD SKIDS,BROKE OFF TAILBOOM. CFI ALLOWED ROTOR RPM TO DECAY.UNABLE RECOVER
19880926044759A	PRACTICE NIGHT LANDINGS. ON THIRD GO AROUND AIRPLANE VEERED LEFT, ABORTED AND RAN INTO A DITCH ON SIDE OF RUNWAY.
19880926044929A	PILOT BELIEVED UNABLE TO TAKE OFF DUE TO PARTIAL POWER LOSS. ABORTED AND HIT DIRT BANK AT RUNWAY END. NO DEFECTS.
19880926052049I	LOSING COMMUNICATION WHILE FLYING IFR, HE SQUAWKED 7700 WITH TRANSPONDER. LANDED SAFELY.
19880926053609I	RIGHT SIDE OF ENGINE COWLING OPENED EN ROUTE. DIVERTED TO ROSTRAVER. LEFT SIDE OPENED. LANDED. NO REASON FOUND.
19880926053639I	RIGHT MAIN GEAR TORQUE LINK FAILED ON LANDING. PASSENGERS BUSSED TO TERMINAL.
19880926053729I	FORCED LANDING DUE TO AN ELECTRICAL SHORT. PANEL LIGHTS WENT OUT. FLAP SWITCH BROKE AND SHORTED. ALSO HAD WRONG MMS
19880926055049I	SMOKE AND HOT FLOOR IN CABIN ON TAKEOFF. RETURNED. FOUND MAIN DUCT FOR NR1 PACK HAD RUPTURED.
19880926056009I	WING TIP STRUCK A PARKED TRUCK WHILE TAXIING. STATED NOSE WHEEL STEERING DID NOT RESPOND. NO PROBLEM FOUND LATER.
19880926058809I	DARKNESS ARRIVED WHILE EN ROUTE. PILOT DECIDED TO LAND IN PASTURE. STRUCK A FENCE DAMAGING PROP AND GEAR.
19880926060269I	FORCED LANDING AFTER ENGINE FAILURE DUE TO FUEL EXHAUSTION. LANDED WITHOUT INCIDENT.
19880926063649I	UNABLE TO RETRACT GEAR AFTER TAKEOFF. LEFT MAIN WAS HANGING FROM BRAKE LINE. LANDED WITH LEFT ENGINE SHUT DOWN.
19880926063659I	UNABLE TO RETRACT RIGHT GEAR. RETURNED. FOUND APU TRANSFER BEAM LEFT IN PLACE AFTER MAINTENANCE.
19880926064329I	TAIL ROTOR HIT GROUND WHILE PERFORMING A MAINTENANCE POWER CHECK. TAIL ROTOR AND BOOM DAMAGED.
19880926065369I	PORPOISED ON LANDING. NOSE GEAR BROKE OFF. DAMAGE TO PROPELLER TIPS AND GEAR.
19880926065429I	WHILE HAND ROTATING ENGINE IT STARTED. AIRCRAFT BROKE AWAY AND SMASHED INTO EMBANKMENT. MAGNETO GROUND WAS DETACHED
19880926070189I	ADVISED BY TOWER AIRPORT CLOSED TO HIS CATEGORY AIRCRAFT. BLEW MAIN TIRES TRYING TO STOP ON THE SHORT RUNWAY.
19880926071429I	ENGINE FAILED INFLIGHT. FORCED LANDING IN FIELD. FUEL FILLER CAP VENT WAS PLUGGED RESULTING IN FUEL STARVATION.
19880927041239A	ENGINE FIRE ERUPTED DURING A SPRAY RUN. SMOKE IN COCKPIT. CRASH LANDED AND AIRCRAFT BURNED. CAUSE OF FIRE UNKNOWN.
19880927041299A	TAXIED OFF PAVED AREA WHILE TAXIING TO RAMP ON DARK NIGHT. LEFT MAIN GEAR DROPPED INTO A HOLE AND COLLAPSED.
19880927041839A	INTO BANK OF RIVER
19880927045369A	TOO LOW ON FINAL STRUCK APPROACH LIGHTS AND CRASHED SHORT OF RUNWAY.
19880927046429A	AIRCRAFT BROKE UP IN FLIGHT,INDICATES OPERATED IN CLOUDS. LOST CONTROL AND SPIRAL DIVE.PILOT NOT INSTRUMENT CURRENT
19880927054149I	STUDENT LOST DIRECTIONAL CONTROL ON TAKEOFF. VEERED OFF RUNWAY WHEN BRAKES APPLIED. BLEW RIGHT TIRE. DAMAGED PROP.
19880927054369I	STATED ON CROSSWIND LANDING ROLLOUT, A GUST OF WIND UPSET AND OVERTURNED AIRCRAFT.
19880927057799I	COMPLETE ELECTRICAL FAILURE UPON RETRACTING GEARS. LOWERED GEARS MANUALLY, THIRD GEAR COLLAPSED DURING LANDING ROLL
19880927057819I	RETURNED AFTER TOWING SIGN. TOW ROPE BROKE ON BASE LEG. SIGN FELL IN LOT. RELEASED HOOK OVER GRASS AND LANDED.
19880927058989I	RIGHT ENGINE OIL LOW LIGHT CAME ON. LOST OIL PRESSURE. SHUT ENGINE DOWN. RETURNED. CRACK IN PROP GOVERNOR OIL LINE.
19880927063249I	DUE TO A FAULTY ALTITUDE READOUT, PILOT CLIMBED ABOVE HIS  ASSIGNED ALTITUDE. CAUSED A TRAFFIC CONFLICT.
19880927064319I	LEFT LEADING EDGE OF WING HIT SMALL TREE ON ROLLOUT AT A MINE STRIP. LANDED LEFT OF CENTER LINE. UNAWARE AT CONTACT
19880927064679I	LANDED ON POLO FIELD AFTER UNAUTHORIZED FLIGHT DROPPING LEAFLETS. MINOR DAMAGE TO AIRCRAFT. FOG IN AREA.
19880928029669I	UNSAFE GEAR LIGHT AFTER TAKEOFF. RETURNED. GEAR COLLAPSED ON LANDING. BROKEN O RING LODGED IN HYDRAULIC SYSTEM.
19880928041829A	PILOT BEING CHECKED OUT ALLOWED HIGH SINK RATE ON FINAL AND HIT A FENCE LANDING SHORT. SAFETY PILOT ACTED TOO LATE.
19880928045849A	CONFUSION AS TO PIC ON PRACTICE FORCED LANDING,CARRIED TOO FAR,WAS FORCED TO LAND ON A ROAD,VEERED OFF INTO A DITCH
19880928052949I	NO GEAR SAFE LIGHT. VISUALLY CHECKED OK. LANDED WITHOUT INCIDENT. REPLACED POSITION LIGHT BASE AND CAP ASSEMBLY.
19880928056619I	HIT A DEER ON LANDING ROLL. DEER TORE OFF PITOT TUBE AND PROP HIT DEER.
19880928056699I	LOST ENGINE POWER ON CLIMBOUT AND UNABLE TO RESTART. FORCED LANDING IN FIELD. NR3 CYLINDER EXHAUST VALVE FAILED.
19880928058579I	NOSE GEAR COLLAPSED ON TAKEOFF AND PROPS STRUCK GROUND. ABORTED TAKEOFF. LANDING GEAR HANDLE SAFETY CATCH DEFECTIVE
19880928062149I	GENERATOR BUSS OFF LIGHT ON. SMOKE IN COCKPIT. PULLED BREAKER THEN PANEL WHEN SMOKE RETURNED. EVACUATED PANEL.
19880928062379I	THRUST REVERSERS DID NOT DEPLOY ON ROLLOUT.PURPOSELY GROUND LOOPED AS AIRCRAFT WENT OFF RUNWAY.EMERGENCY EVACUATION
19880928064379I	TAXIING TO ASSIGNED RUNWAY, RAN ONTO ANOTHER ACTIVE RUNWAY. NO MARKING OR SIGNS TO SHOW THAT IT WAS A RUNWAY.
19880928065059I	STRUCK A DEER WHILE ON NIGHT LANDING. LOST DIRECTIONAL CONTROL AND SLID OFF RUNWAY. WHEN NOSE GEAR COLLAPSED.
19880928071229A	ABORTED TAKEOFF DUE TO LACK OF FLYING SPEED AND RAN OFF END INTO TREES. SHORT UPHILL TALL GRASS STRIP A FACTOR.
19880929044509A	BOUNCED ON LANDING, LOST CONTROL ON SECOND BOUNCE. VEERED OFF RUNWAY INTO A RIVER. BLAMED BRAKES. NO DEFECTS FOUND.
19880929044769A	TOOK OFF IN SNOW SHOWERS, ENCOUNTERED WHITEOUT CONMDITIONS. LANDED ON FROZEN LAKE. SKIN BROKE THROUGH. ROLLED OVER
19880929046349A	UNABLE TO OUTCLIMB RISING TERRAIN ON TAKEOFF. STRUCK A RIDGE AND GROUND LOOPED. MARIJUANA FOUND IN AIRCRAFT.
19880929046369A	LOST CONTROL ON TOUCHDOWN. BLAMED FIRST FLIGHT IN TYPE. PUSHED STICK FORWARD ON LEVEL OFF INSTEAD OF THROTTLE.
19880929047049A	LANDED HALF WAY DOWN A SHORT DOWNHILL WET GRASS STRIP. UNABLE TO STOP, HIT RAILROAD TIE BARRIER OFF END OF STRIP.
19880929048979A	LOST DIRECTIONAL CONTROL ON LANDING. AIRCRAFT GROUND LOOPED.
19880929052859I	MISTOOK AN UNMARKED ROAD FOR TAXIWAY. TURNED AIRCRAFT AND WENT INTO GRASS. PROPELLER STRUCK THE GROUND.
19880929053009I	STUDENT LOST DIRECTIONAL CONTROL ON LANDING. VEERED OFF RUNWAY ONTO GRASS.
19880929053679I	ON PUSHBACK, TAILCONE OF N800US STRUCK ELEVATOR OF PARKED AIRCRAFT. TAILCONE WAS SCRATCHED AND ELEVATOR TIP DAMAGED
19880929053859I	LOST OIL PRESSURE. SECURED ENGINE. 2 BOLTS ON OIL FILTER COILS LOOSE. O RING MISSING. LOOSE HELICOIL BOLTS.
19880929053939I	RPM FLUCTUATING AFTER TAKEOFF. RETURNED AND LANDED SAFELY. FOUND DEBRIS IN LOWER SUMP UPON DRAINING IT.
19880929053959I	ENGINE LOST POWER DUE TO FUEL EXHAUSTION. INITIATED AUTOROTATION. LANDED SAFELY IN OPEN MARSHLAND.
19880929053969I	LOST CONTROL ON TOUCH DOWN ON HITTING PUDDLE ON SANDBAR. VEERED AND ROLLED UPSIDE DOWN. CONFLICT ON INJURY REPORTS.
19880929053979I	UNABLE TO EXTEND GEAR DUE TO LACK OF PRESSURE OF HYDRAULIC POWER PACK.LANDED WITH MAIN GEAR IN TRAIL. CAUSE UNKNOWN
19880929054329I	LANDED HARD ON SHORT FIELD APPROACH. POWER ADDED TOO LATE TO BE EFFECTIVE.
19880929056629I	ABORTED TAKEOFF WHEN FLAP RUDDER STOP INOP LIGHT CAME ON. ADJUSTED RUDDER THROW LIMITER VALVE AND CYCLED FLAPS.
19880929058169I	NR1 ENGINE FAILED. DIVERTED TO LAS VEGAS. METAL DEPOSITS FOUND ON ACCESSORY DRIVE GEAR BOX MAGNETIC PLUGS.
19880929058309I	SMOKE FROM CENTER GLARE SHIELD AFTER ENGINE START. SHUT DOWN. RADAR INDICATOR HAD SMOKING COIL. CAPACITOR SHORTED.
19880929058719I	FORCED LANDING IN FIELD DUE TO ENGINE FAILURE. CRANKSHAFT AND ALTERNATOR SHAFT BROKEN. CAM SHAFT DAMAGED.
19880929059299A	STALLED WHILE MAKING LOW LEVEL TURN DURING AN AERIAL APPLICATION. CRASHED IN FIELD. SUBSTANTIAL DAMAGE.
19880929060049I	LOW OIL LIGHT FOR COMPRESSOR CAME ON. EDC SHUT DOWN. STARTED APU. AFTER LANDING, SMOKE CAME FROM AIR CONDITIONER.
19880929065909I	ON CLIMBOUT RIGHT ENGINE GAUGE DROPPED TO 0 AND WAS BYPASSING FUEL. RETURNED AND LANDED WITHOUT INCIDENT.
19880929068169I	FUMES OR SMOKE IN COCKPIT. DIVERTED AND LANDED. UNABLE TO DUPLICATE PROBLEM.
19880929069589A	LOUD BANG AT ROTATION.ABORTED,CAME DOWN HARD ON NOSE GEAR ,BUCKLED FUSELAGE AHEAD OF WINGS.LEFT MAIN TIRES RUPTURED
19880929069679A	ENGINE FAILED ON APPROACH. MADE AUTOROTATION RUN LANDING. HIT STEEL PLATE ON RAMP. TURBINE FAILURE FROM OVERTEMPTS.
19880930042389A	OUT OF FUEL ON TAKEOFF. NOSED OVER IN MUD OFF END OF RUNWAY. PILOT FAILED TO CHECK FUEL OR SUMPS PRIOR TAKEOFF.
19880930042399A	ERRATIC FLIGHT ON CLIMBOUT. LOST CONTROL TURNING, DIVED INTO GROUND. IMPROPERLY LOCKED UPPER DOOR SECTION CAME OPEN
19880930042429A	OBSERVED LOW AND INVERTED PRIOR CRASH. HAD 20 PERCENT CARBON MONOXIDE. EXHAUST STACK NEAR VENT WINDOW. HAD BEEN ILL
19880930042449A	OIL ON WINDSHIELD FROM BROKEN OIL COOLER GASKET. DESCENDED INTO TREES CIRCLING TO LAND IN FIELD. OIL BLOCKED VISION
19880930042509A	DESCENDED INTO TREES ON NIGHT MISSED APPROACH.
19880930042559A	OVERRAN THE RUNWAY ON THE ONE WAY STRIP. WIND WAS VARIABLE,CALM TO 15 KNOTS. FAILED TO TIMELY GO AROUND.
19880930042679A	FAILED TO SECURE OIL CAP. ENGINE RAN OUT OF OIL. FORCED LANDING IN TREES. MEDICAL HAD EXPIRED.
19880930042739I	NOSE GEAR COLLAPSED ON LANDING ROLLOUT. PROPELLER AND NOSE CONE DAMAGED.
19880930042799A	DRAGGED A WING IN WATER OF SODUS BAY WHILE FLYING LOW LOOKING AT HOUSES. AIRCRAFT REMAINED UPRIGHT THEN SANK.
19880930042869A	BOUNCED TWICE LANDING. NOSE GEAR FOLDED. SLID OFF SIDE RUNWAY. FIRST FLIGHT IN SIX WEEKS.
19880930042889A	UNABLE TO CLIMB ON TAKEOFF CRASHED INTO TREES. PIECE OF CARBURETOR HEAT MUFF BROKE OFF AND BLOCKED THE VENTURI.
19880930042909A	GOOSE HUNTING, CRASHED.
19880930044779A	RAN OUT OF FUEL ON TAKEOFF. HELICOPTER IMPACTED IN HIGH COTTON AND ROLLED OVER.
19880930045619A	STUDENT ON FIRST SOLO, LOST CONTROL ON LANDING AND STRUCK 4 PARKED AIRCRAFT. STATED HIS FOOT SLIPPED OFF THE RUDDER
19880930047059A	TRIED TO LAND ON SHORT GRASS STRIP AT NIGHT WITHOUT LANDING LIGHTS. BEGAN GO AROUND, ENGINE QUIT. WATER IN FUEL.
19880930053499I	AFTER LANDING, HIT RUNWAY LIGHT TAXIING FROM GRASS TO HARD SURFACE. INITIALLY UNAWARE OF STRIKE.CRACK IN PROP FOUND
19880930054379I	STUDENT LOST DIRECTIONAL CONTROL ON LANDING. VEERRED OFF RUNWAY STRIKING A VASI LIGHT. ADDITIONAL DUAL TIME PLANNED
19880930062849I	APPROACH TOO HIGH. STRUCK TREES ON GO AROUND WHEN ENGINE LOST POWER. FUEL TANK MISMANAGEMENT MAY HAVE CAUSED LOSS.
19880930066509I	RETURNED TO AIRPORT DUE TO ROUGH ENGINE. LANDED WITHOUT INCIDENT. WATER FOUND IN FUEL SYSTEM.
19880930068729I	BELIGERENT PASSENGER SMOKING ON NO SMOKING FLIGHT. PASSENGER TURNED OVER TO POLICE UPON ARRIVAL AT AIRPORT.
19881001042439A	FLEW INTO TREES ON SIDE OF A CANYON AND BURNED. FLEW TOO LOW AND UNABLE TO OUTCLIMB TERRAIN DUE TO DENSITY ALTITUDE
19881001042459A	STALLED IN STEEP CLIMBING DOWNWIND TURN ON TAKEOFF. NEAR VERTICAL IMPACT. HAD ROBERTSON STOL KIT INSTALLED.
19881001042529A	ENGINE QUIT EN ROUTE WHEN ONE TANK RAN DRY, UNABLE RESTART ON OTHER, CRASHED IN TREES. FAILED TO PREFLIGHT FUEL.
19881001042549A	DURING TAXI TEST BECAME AIRBORNE ON A BUMP. ABORTED, BOUNCED AND GYROPLANE THEN TUMBLED END OVER END ON THE RUNWAY.
19881001042589A	DURING PRACTICE HOVER STUDENT ALLOWED HELICOPTER TO DESCEND. CFI TOOK OVER LATE. SKID HIT CAUSED DYNAMIC ROLL OVER.
19881001042599A	LOST LEFT BRAKE WHILE FAST TAXIING ON RUNWAY. RAN DOWN EMBANKMENT AND NOSED OVER. LEAKING BRAKE LINE LOST FLUID.
19881001042649A	TOO MUCH TURBULENCE ON CROSSWIND APPROACH. BEGAN GO AROUND BUT ALLOWED AIRCRAFT TO DRIFT DOWNWIND INTO TREES.
19881001042689A	STRUCK TREES STALLED AND CRASHED IN TO A LAKE WHILE TRYING TO LAND THE FLOAT PLANE ON THE LAKE AT NIGHT.
19881001042709A	MADE HARD LANDING DAMAGING THE LANDING GEAR. VEERED OFF RUNWAY HIT A ROCK AND NOSED OVER.
19881001042729I	TURBULENCE ON FINAL. CAME IN STEEP,FLARED TOO LATE AND LANDED NOSE LOW.NOSE GEAR COLLAPSED AND PROP STRUCK GROUND.
19881001042769I	LOST POWER ON CLIMB OUT. FORCED LANDING IN CLEARING WITH GEAR UP. THROTTLE LINKAGE HAD DISCONNECTED FROM CARBURETOR
19881001042819A	ENGINE QUIT ON CLIMBOUT. LANDED NOSE FIRST OFF AIRPORT COLLAPSING NOSE GEAR. OUT OF FUEL.BOTH GAUGES READ INCORRECT
19881001043569I	HELICOPTER IDLING AND UNOCCUPIED ON GROUND STRUCK BY LOADING TRUCK. PILOT IN TRUCK. MAIN AND TAIL ROTORS DAMAGED.
19881001043599A	ENTERED A CANYON AND WAS UNABLE TO OUTCLIMB RISING TERRAIN. CRASHED INTO TIMBER 50 FEET SHORT OF THE CREST.
19881001048589A	LOST POWER ON INTITIAL CLIMBOUT. IMPACTED HARD ON RUNWAY. FLAP OF RUBBER BLOCKED FUEL LINE AT METAL LINE CONNECTION
19881001052939I	AIRCRAFT HIT POWERLINES WHILE MAKING A LOW PASS OVER A PARADE. DAMAGED PROPELLER SPINNER POWERLINE AND PROP.
19881001054349I	ABORTED TAKEOFF DUE TO INADEQUATE AIRSPEED. GROUND LOOPED AND LEFT WING HIT TURF.
19881001054419I	MAIN CHUTE DID NOT DEPLOY NOR DID RESERVE CHUTE. EVIDENCE JUMPERS LEGS OR ARM TANGLED EMERGENCY CHUTE.
19881001058269I	FORCED LANDING ON A ROAD AFTER LOSS OF ENGINE POWER. A CROSS OVER TUBE HAD BROKEN CAUSING RPM LOSS.
19881001059669I	LEFT ENGINE VIBRATING AFTER CHIP LIGHT ON. SHUT ENGINE DOWN AND LANDED AT LINCOLN. FOUND SPUR GEAR HAD BROKEN.
19881001060649I	LANDED HARD AND BOUNCED SEVERAL TIMES BEFORE NOSE GEAR COLLAPSED.
19881001060679I	MADE A HARD LANDING IN A FIELD. GROSS WEIGHT A FACTOR DUE TO TEN PEOPLE IN THE BASKET.
19881001060939I	TAXIING TO NEW DEPARTURE RUNWAY IN SEVERE WEATHER. MAIN GEAR DEPARTED TAXIWAY AND SANK IN GROUND.
19881001061359I	STUDENT TOOK AIRCRAFT WITHOUT AUTHORIZATION. FLEW OFF TO AVOID ARREST. LANDED ON HIGHWAY. STOLE AND ABANDONED CAR.
19881001062069I	THROTTLE LINKAGE LOCKED IN NEAR IDLE POSITION. FORCED LANDING ON SANDBAR.
19881001062639I	MAIN LANDING GEAR DEPARTED TAXIWAY WHILE PROCEEDING TO GATE. SANK IN THE MUD. PASSENGERS BUSSED TO TERMINAL.
19881001064859I	LOST DIRECTIONAL CONTROL ON ROLLOUT VEERED OFF ROAD INTO A DITCH. FOUND WIRE AND TWINE TANGLED AROUND NOSE GEAR.
19881001065919I	CONFUSION OVER HEADING WHILE BEING VECTORED DUE TO CONTROLLER USE OF NON STANDARD TERMINOLOGY.
19881002042409A	ENGINE QUIT ON CLIMBOUT. CRASHED AND BURNED. CONTAMINATION IN FUEL BUT NOT CONCLUSIVE. AIRSPEED NOT MAINTAINED.
19881002042469A	LOST CONTROL IN CLOUDS. REPORTED UPSIDE DOWN AND AUTOPILOT DEFECT. SPIRAL DIVED WINGS FAILED. CRASHED AND BURNED.
19881002042479A	ENGINE QUIT IN PATTERN. STALLED,CRASHED AND BURNED ON TAXIWAY. FUEL SELECTOR BETWEEN DETENTES. NOT NIGHT QUALIFIED.
19881002042569A	BEGAN GO AROUND FROM AN ABORTED LANDING TOO LATE.STRUCK TREES CRASHED AND BURNED. HOT DAY AND HIGH DENSITY ALTITUDE
19881002042619A	TRIED TO TAKEOFF DOWNWIND ON A 1100 FOOT PRIVATE STRIP. STALLED INTO TREES ON CLIMBOUT. MISJUDGED AIRCRAFT ABILITY.
19881002042651A	WHILE DESCENDING TO LAND OVERTOOK N49382 AND HIT ITS WING TIP. N49382 WAS CLIMBING FROM A AFB. BOTH LANDED SAFELY.
19881002042652A	WAS STRUCK FROM BEHIND BY A DESCENDING AIRCRAFT,N31386,WHILE CLIMBING ON AFB DEPARTURE ROUTE. LANDED AT AFB SAFELY.
19881002042669A	TRIED TO DEPART WITH A 35 TO 40 KNOT CROSSWIND. SETTLED INTO TREES ON CLIMBOUT.STUDENT PILOT HAD PASSENGER ON BOARD
19881002042719A	PILOT REPORTED ROUGH ENGINE AND PARTIAL POWER LOSS. ELECTED TO LAND IN PLOWED FIELD. NOSED OVER. POSSIBLE CARB ICE.
19881002042789A	TOW ROPE BROKE DURING A TOW AT 200 TO 300 FEET. STUDENT STALLED GLIDER IN A TURN TO AN OPEN FIELD. STRUCK TREES.
19881002042829A	VOR APPROACH CIRCLING TO LAND. ENTERED DENSE FOG ON BASE LEG. STRUCK TREES.
19881002042849A	NOSE HIGH AND SLOW ON FULL FLAP APPROACH.BEGAN GO AROUND, REDUCED FLAPS,TURNED TO AVOID TERRAIN,MUSHED INTO GROUND.
19881002042859A	UNABLE TO CLIMB OUT AFTER TAKEOFF. ABORTED, HIT RUNWAY, BOUNCED INTO A FENCE AND NOSED OVER. ALTITUDE FACTOR.
19881002043549A	INDICATES PILOT WAS FLYING UP CANYON AT LOW ALTITUDE AND STRUCK RISING TERRAIN TURNING.
19881002043579A	STALLED AND NOSED OVER ON IMPACT IN A RIVER WHILE TRYING TO LAND ON A SAND BAR. PILOT HAD NO MEDICAL OR LICENSE.
19881002043589A	STRUCK A FARM IMPLEMENT ON THE LANDING ROLL WHILE LANDING IN A RELATIVES PASTURE.
19881002043629A	LOST DIRECTIONAL CONTROL ON LANDING. VEERED OFF RUNWAY INTO SOME SMALL TREES.
19881002047079A	LANDED SHORT OF THE UNLIGHTED GRAVEL STRIP NEAR DUSK.
19881002048569A	STALLED WHILE RIDGE SOARING. STRUCK TREE TOPS, RECOVERED AND RETURNED TO AIRPORT.
19881002054399I	BALLOON STRUCK POWERLINES ON LANDING. SEVERED 3 CABLES AND BURNED CORNER OF GONDOLA.
19881002058179I	LANDED WITH GEAR PARTIALLY EXTENDED CAUSING DAMAGE TO PROP AND BELLY. INVESTIGATING POSSIBLE MECHANICAL PROBLEMS.
19881002058429I	MISJUDGED FLARE AND LOST CONTROL. PROPELLER TIPS HIT RUNWAY. DID A GO AROUND AND LANDED SAFELY.
19881002058549I	DRASTIC CABIN PRESSURE RISE. OXYGEN MASKS DEPLOYED. EMERGENCY DESCENT. RETURNED. LEFT FLOW CONTROL VALVE DEFECTIVE.
19881002058669I	ENGINE LOST POWER AFTER TOUCH AND GO. FORCED LANDING WITH GEAR UP. RAN OFF END OF RUNWAY. ENGINE REMOVED TO INSPECT
19881002064899I	PROBLEM WITH LANDING APPROACH DUE TO WEATHER. BALLOON ENVELOPE SNAGGED IN TREES. BASKET FELL INTO RESIDENTIAL POOL.
19881003043639A	STALLED IN A STEEP TURN AFTER A LOW PASS OVER AIRPORT. CRASHED INTO A HOUSE NEAR END OF RUNWAY.
19881003043649A	MISJUDGED POWER RESPONSE LANDING OVER A POWERLINE. UNABLE  TO CLIMB. DEFLATED BUT BAG HIT WIRES AND BURNED.
19881003044239A	HIGH AIRSPEED ON RUN ON LANDING. RAISED NOSE TO SLOW AND TAIL ROTOR HIT THE GROUND.
19881003047069A	LOST CONTROL TRYING TO FLY THROUGH A PASS UNDER A 300 FOOT CEILING IN SEVERE TURBULENCE. AIRCRAFT STRUCK TERRAIN.
