c5	remark
19790903035839A	WITNESSES HEARD ENGINE SPUTTER, SAW AIRCRAFT SPIN. LOW FUEL POSSIBLY CAUSED ENGINE TO SPUTTER ON STEEP PULL-UP.
19790904021109A	LANDED ON FARM STRIP WITH SIDE UP SLOPE. LOST DIRECTIONAL CONTROL. SKIDDED. FLIPPED OVER.
19790904021119A	LOST POWER EN ROUTE TO SPRAY FIELD. LANDED IN RESERVOIR. FLIPPED OVER. FOUND FUEL PUMP SHAFT BROKEN.
19790904021199A	STUDENT PILOT LOST DIRECTIONAL CONTROL ATTEMPTING TO RAISE FLAPS FOR TOUCH & GO.VEERED OFF SIDE OF RUNWAY.
19790904023039A	AG PLANE WITH FULL LOAD FAILED TO CLIMB AFTER TAKEOFF. WING CAUGHT IN COTTON. CARTWHEELED. FACTOR; OVERLOAD.
19790904024479A	PILOT ALLOWED AIRCRAFT TO GET TOO SLOW AND CRASHED IN ROUGH TERRAIN WHILE MAKING AN OFF-AIRPORT LANDING.
19790904024789A	PILOT CLAIMED ENGINE FAILURE. PILOT ALLOWED AIRCRAFT TO STALL WHILE MAKING FORCED LANDING.
19790904026039A	PILOT SAID HE THINKS HE MAY HAVE HAD CARBURETOR ICE.
19790904028009A	PILOT ATTEMPTED TO MANEUVER AIRCRAFT AT LOW ALTITUDE TO TAKE PHOTOS. AIRCRAFT STALLED. NOSED INTO TREES AND GROUND.
19790904028309A	ABORTED TAKEOFF WHEN AIRCRAFT APPEARED READY TO FLY. RAN OFF END RUNWAY.FLIPPED OVER. POSSIBLE FACTOR:WATER IN FUEL
19790904029369A	PLT FAILED TO OBSERVE LEAKING BRAKE ON PREFLT. BRAKE FAILED DURING TAXI. RAN OFF END INTO DITCH. BRAKE WORN OUT.
19790904031809A	BALLOON GONDOLA HIT DITCH, TIPPING OVER GONDOLA. PLT FAILED TO DEFLATE BALLOON. BECAME AIRBORNE, HIT WIRE.
19790904034209I	AIRPLANE PORPOISED DURING TAKEOFF. TIPS OF PROP BLADES ON ONE SIDE WERE FOUND BENT AFTER LANDING.
19790904034229I	UNSAFE GEAR INDICATION, LANDED SAFELY. BOLTS LOOSE ON GEAR SUPPORT AND SEVERAL COMPONENTS BROKEN FROM SIDELOAD.
19790904034249I	GEAR UNSAFE AND LOW HYDRAULIC PRESSURE LIGHTS ON. LANDED SAFELY. SERVICE BULLETIN 32-33 NOT COMPLIED WITH.
19790904034269I	FORCED LANDING IN A CORNFIELD DUE TO LOSS OF OIL PRESSURE.
19790904034299I	TIRE DEFLATED DURING TAKEOFF, PILOT LOST DIRECTIONAL CONTROL. VALVE STEM WAS PULLED OUT.
19790904034309I	PILOT RETRACTED THE GEAR DURING ROLLOUT. INSTRUCTOR NOT GUARDING THE SWITCH.
19790904034319I	PILOT LANDED IN CORNFIELD, 20 FEET OFF SIDE OF RUNWAY IN NIGHT LANDING. RUNWAY HAD LIGHTS ONLY ON ONE SIDE.
19790904034329I	NOSE GEAR, PROP AND ENGINE MOUNT DAMAGED IN HARD LANDING.
19790904034339I	ASSYMETRICAL FLAP CONDITION DUE TO DRY AND DIRTY FLAP TRACK. PUSH PULL ROD WAS BENT. PN 05323919.
19790904034349I	AFTER LOUD METALLIC SOUND, PLANE WENT INTO A STEEP LEFT TURN, RAN OFF RUNWAY AFTER TOUCHDOWN.NO PROBLEM FOUND
19790904034359I	GEAR COLLAPSED DUE TO SIDE LOAD FROM TOUCHDOWN AND RUTS IN TURF RUNWAY.
19790904034369I	ZA ZG ZH EMERGENCY LANDING DUE TO FUEL CONTAMINATED WITH WATER.
19790904034379I	PILOT TOUCHED DOWN FAST ON LAST HALF OF 2600 FT. RUNWAY. UNABLE TO STOP.
19790904034389I	FLIGHT ATTENDANT SUFFERED SEVERE STOMACH PAIN IN FLIGHT, REQUIRED HOSPITALIZATION
19790904034399I	TAKEOFF ABORTED DUE TO HYDRAULIC PROBLEMS. NUMBER ONE HYDRAULIC PUMP HAD FAILED.
19790904034409I	AIRCRAFT STRUCK A TAXIWAY LIGHT DURING TAXI FOR TAKEOFF. NO DAMAGE FOUND ON INSPECTION.
19790904034419I	LEFT PACK FAILED AT FL330, FLIGHT STABILIZED AT FL250.
19790904034599A	AIRCRAFT OBSERVED PRFORMING STALL MANEUVER FROM WHICH IT DID NOT RECOVER JUST PRIOR TO CRASH.
19790905023409A	MADE UNSCHEDULED LANDING ON REMOTE STRIP. VEERED OFF RUNWAY INTO BRUSH. FLIPPED OVER. MUD BINDING WHEEL.
19790905023489A	AG PILOT STALLED AIRCRAFT DURING TURN-AROUND FROM A SPRAY RUN. HIT TREES, CRASHED AND BURNED.
19790905028849A	VFR PLT LOST CONTROL OF ACFT IN THUNDERSTORM DURING RADAR VECTORS TO AIRPORT. FACT; PROCEEDED VFR INTO IFR WEATHER.
19790905029219A	PILOT ATTEMPTED A PRECAUTIONARY LANDING DUE TO WEATHER. AIRCRAFT STALLED.
19790905031829A	ENGINE QUIT, FIRE IN FLIGHT. HIT BUILDING AND GAS LINE ATTEMPTING TO LAND ON A ROAD. ALTERNATOR WIRE BROKEN.
19790905034449I	POWER FAILURE DUE TO BROKEN CRANKSHAFT, FATIGUE CRACK FROM A SUBSURFACE DEFECT.
19790905034459I	PILOT HIT NOSE FIRST, BOUNCED, THEN PUSHED THE YOKE FORWARD.
19790905034469I	NOSE GEAR ASSEMBLY DAMAGED BY PORPOISE AND HARD LANDING.
19790905034479I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN IN MODERATE CROSSWIND.
19790905034489I	PILOT RETURNED DUE TO LOW AIRSPEED INDICATIONS, FOUND DIRT DOBBER HAD PLUGGED THE PITOT SYSTEM.
19790905034499I	PILOT LOST DIRECTIONAL CONTROL DUE TO A TIRE PUNCTURED ON ROLLOUT. WHEEL HIT A FUEL CAP ON THE RUNWAY.
19790905034509I	PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN DUE TO A LOCKED BRAKE.
19790905034519I	PILOT RAN 2 FEET OFF TAXIWAY TO AVOID A PARKED AIRPLANE, WHEEL DROPPED INTO A DITCH. CONSTRUCTION WORK IN PROGRESS
19790905034529I	NO SAFE INDICATION FOR RIGHT MAIN, LANDED SAFELY. GROUND WIRE TO THE DOWN SWITCH HAD BROKEN.
19790905034539I	ENGINE STARTED DURING HAND PROP BY MECHANIC, PLANE GOT AWAY. MASTER/MAG SWITCH FOUND TO BE DEFECTIVE.
19790905034549I	ZD STUDENT PILOT LOST DIRECTIONAL CONTROL ON TAKEOFF.
19790905034559I	PILOT HIT CLUMP OF TIE DOWN CHAIN DURING TAXI, LOST DIRECTIONAL CONTROL AND STRUCK PARKED N94MR.
19790905034569I	ZD ZG ZK UNABLE TO EXTED GEAR NORMALLY, PILOT INJURED BY CRANK DURING EMERGENCY EXTENSION. GEAR COLLAPSED ON ROLL.
19790905034579I	NOSE GEAR COLLAPSED AFTER TOUCHDOWN. NOSE GEAR LOCK ASSEMBLY, PN 010A-39105-8, BROKEN.
19790905037359A	ENGINE QUIT WHILE CHECKING CROPS AT 200 FT. AIRCRAFT STALLED. NOSE DIVED TO GROUND. FOUND LEAVES IN FUEL TANK.
19790906021029A	PILOT ALLOWED AIRCRAFT TO STALL WHEN HE PULLED UP OVER TREES WHILE SPRAYING CROPS.
19790906023229A	PILOT CLAIMED ENGINE FAILURE. NO MALFUNCTION FOUND.
19790906023329A	ENGINE LOST POWER ON CLIMBOUT, POWER REDUCTION. DRAGGED WING IN COTTON ON EMERGENCY LANDING. CRACKED CYLINDER.
19790906024309A	HELICOPTER WAS OBSERVED RELEASING LOAD AND MAKING 180 DEGREE DESCENDING TURN & CRASHING AFTER TAKEOFF. CAUSE UNKN.
19790906025859A	ACFT FAILED TO CLIMB AFTER TAKEOFF. LANDED OFF END OF RUNWAY. FACTORS, DENSITY ALTITUDE FULL FLAPS, POWER MIXTURE.
19790906026969A	LANDED ON GLASSY WATER RICHOCHETED, DRAGGED WING TIP IN WATER. FACTOR; PILOT COMPETENCY.
19790906027039A	INSTRUCTOR REACHED ACROSS STUDENT TO CLOSE CABIN DOOR JUST AFTER LIFT OFF. AIRCRAFT HIT RUNWAY. COLLAPSED NOSE GEAR
19790906027189A	FIRST FLIGHT OF HOMEBUILT AIRCRAFT. PILOT TOOK OFF, THEN MADE A GRADUAL DESCENT TO GROUND.
19790906028139A	PROP WENT INTO FLAT PITCH ON TAKEOFF. PROPELLER GOVERNOR CONTROL ARM FOUND TO BE OFF SHAFT. OVERSHOT RWY ON LANDING
19790906030069A	WITNESSES SAW ACFT ENGINE SMOKING ON TAKEOFF.ACFT MADE 180 DESCENDING TURN OVER FIELD.APPEARED TO STALL,HIT RAMP.
19790906030949A	ENGINE STOPPED DUE TO FUEL EXHAUSTION. MADE AUTOROTATION LANDING IN MARSH LAND. MAIN ROTOR CUT OFF TAIL.
19790906034589I	GEAR AND FLAPS EXTENDED MANUALLY AFTER HYDRAULIC FAILURE.  HYDRAULIC LINES HAD RUBBED TOGETHER UNTIL FAILURE.
19790906034599I	TIRE BLOWN OUT DURING LANDING. ANTISKID SYSTEM SUSPECTION,CHECKED OUT OK. ZA
19790906034609I	ENGINE SHUT DOWN DUE TO DROP IN OIL PRESSURE. FLIGHT RETURNED. FOUND METAL IN THE OIL SCREEN.
19790906034619I	LOST A SYSTEM HYDRAULIC DUE TO A BREAK IN THE HYDRAULIC LINE TO NR3 SPOILER.
19790906034629I	PILOT FAILED TO EXTEND THE LANDING GEAR.
19790906034639I	DURING TAKEOFF ON FERRY FLIGHT FOR TIRE CHANGE, THE TIRE BLEW OUT AFTER VR. PILOT CONTINUED, LANDING UNEVENTFUL.
19790906034649I	ENGINE LOST POWER JUST AFTER LIFT OFF WITH EXTERNAL LOAD.
19790906034659I	HARD LANDING BY STUDENT PILOT BROKE NOSE GEAR AND ENGINE MOUNT.
19790906034669I	UNABLE TO RETRACT NOSE GEAR DUE TO A BROKEN RETRACT CYLINDER BRACKET.
19790906034679I	PILOT LOST DIRECTIONAL CONTROL AFTER SIMULATED POWER FAILURE DURING TAKEOFF. EXAMINER NOT READY TO BACK UP.
19790906034689I	FORCED LANDING WHEN THE ENGINE QUIT. PILOT GROUND LOOPED TO AVOID A DITCH.
19790906034699I	ECONOMIZER SET BACKED OUT OF CARBURETOR BODY, ENGINE STOPPED. CARBURETOR PN NA Y0E1.
19790907022609A	STUDENT PILOT TOUCHED DOWN HALFWAY DOWN RUNWAY DURING CROSSWIND LANDING. RAN OFF DEPARTURE END.
19790907022729A	AG AIRPLANE STALLED & SPUN INTO THE GROUND DURING INITIAL CLIMB. PILOT ON AG PRACTICE FLIGHT.
19790907023359A	INSTRUCTOR WAS TURNING PROP PRIOR TO HAND-PROPPING WITH STUDENT AT CONTROLS. ENGINE STARTED. PROP HIT INSTRUCTOR.
19790907023419A	MADE LANDING HALF WAY DOWN RUNWAY. ATTEMPTED GO-AROUND. CRASHED IN SOYBEAN FIELD.
19790907024009A	PILOT MADE A GO AROUND, HIT A FENCE. DENSITY ALTITUDE WAS A CONTRIBUTING FACTOR.
19790907024759A	PILOT LANDED ON A GRAVEL BAR, WHEEL HIT A HUMP. LANDING GEAR FAILED.
19790907025009A	AG PILOT CRASHED ATTEMPTING EMERGENCY LANDING DUE TO FUEL EXHAUSTION.
19790907025179A	PILOT WAS FLYING OVER A TRUCK AT NIGHT TO DROP SOME PARTS. HIT TRUCK ON FIFTH PASS.
19790907025599A	STRUCK POWER LINES ON TAKEOFF. DEFICIENT PREFLIGHT PLANNING.
19790907026119A	ENGINE STOPPED ENROUTE DUE TO FUEL EXHAUSTION. FLIPPED OVER, LANDING IN CORNFIELD.
19790907026599A	MADE TAKEOFF FROM FARM FIELD. STALLED AIRCRAFT ATTEMPTING TO CLEAR OBSTACLES.
19790907028499A	LOST CONTROL. LOST PROPELLER BLADES. MADE EMERGENCY LANDING.
19790907031099A	PILOT SHUT DOWN ENGINE DUE TO ENGINE FIRE. FOUND LEAK IN EXHAUST SYSTEM.
19790907033529A	ENGINE FAILED ON CLIMB OUT FROM SPRAY OPERATION. DEFECTIVE COLLECTOR BEARING IN TURBOCHARGER.
19790907034709I	FRONT BAGGAGE DOOR CAME OPEN AND FINALLY SEPARATEDIN FLIGHT.
19790907034719I	BIRD INGESTION AS TAKEOFF ROLL WAS STARTED.
19790907034729I	ENGINE QUIT ON FINAL DUE TO FUEL STARVATION. LANDED SHORT OF RUNWAY.
19790907034739I	LANDED ON SAND BAR AND UNABLE TO STOP BEFORE RUNNING INTO TIDAL CREEK. STRUCK A ROCK, GEAR FAILED AND OVERTURNED.
19790907034749I	STUDENT ON SOLO CROSS COUNTRY BOUNCED ON LANDING. NOSE GEAR SEPARATED.
19790907034759I	NOSE TIRE BLEW ON LANDING ROLLOUT. DAMAGE TO NOSE WHEEL ASSEMBLY AND BENT PROP TIPS.
19790907034769I	MANIFOLD PRESSURE DROP IN FLIGHT. STRIKER PLATE FROM ALTERNATE AIR DOOR INGESTED BY TURBO CHARGER.
19790907043309A	AIRCRAFT FOUND IN VERTICAL POSITION IN LAKE. CAUSE OF ACCIDENT UNDETERMINED.
19790908021449A	FORCED LANDING DUE TO FAILURE OF INTAKE VALVE IN NUMBER TWO CYLINDER.
19790908021899A	AIRCRAFT HIT AND BOUNCED WHILE LANDING ON A SOD FIELD. FLIPPED OVER.
19790908022489A	PILOT TOOK OFF FROM A ROAD. WING TIP GOT INTO HIGH WEEDS RESULTING IN LOSS OF DIRECTIONAL CONTROL.
19790908023089A	ATTEMPTED TAKEOFF WITH FLAPS INAVERTENTLY IN FULL DOWN POSITION. UNABLE TO CLIMB. CRASHED IN CORN FIELD.
19790908023179A	PILOT STATED THAT ON FINAL APPROACH THE WIND BECAME QUITE GUSTY AND HE LANDED SHORT OF THE RUNWAY.
19790908023279A	STUDENT PILOT TURNED TO MISS A DEER ON LANDING; LOST DIRECTIONAL CONTROL. NO RECENT TIME IN THIS TYPE AIRCRAFT.
19790908023399A	MADE PREMATURE LIFTOFF FROM SAND BAR. UNABLE TO CLIMB. HIT TREES ON SHORE.
19790908023599A	HIT TREES ON PULL-UP FROM SWATH RUN. GUSTY WIND. POSSIBLE DOWN DRAFT.
19790908023609A	AG PLANE CRASHED DURING SPRAY OPERATION. EVIDENCE OF A STALL TYPE GROUND COLLISION. NO WITNESSES.
19790908023959A	STUDENT PILOT BOUNCED BADLY ON TOUCH AND GO. ATTEMPTED GO AROUND. RAN OFF SIDE OF RUNWAY.
19790908023999A	STRUCK FENCE ON SHORT FINAL. LANDED ON RUNWAY. INSTRUCTOR WITH STUDENT SAID POSSIBLE DOWNDRAFT A CAUSAL FACTOR.
19790908024199A	PILOT SHOWED THE AIRCRAFT ON FINAL APPROACH TO OBTAIN SPACING FROM ANOTHER AIRCRAAFT. LOST ALTITUDE, HIT WIRE.
19790908024319A	PILOT LOST CONTROL DURING TAKEOFF IN WINDY GUSTY CONDITIONS.
19790908024579A	FLIGHT INSTRUCTOR AND STUDENT MADE PREMATURE TAKEOFF. AIRCRAFT SETTLED ONTO ROUGH GROUND AT END OF RUNWAY.
19790908025309A	MADE LANDING ON SHORT WET PRIVATE GRASS RUNWAY. RAN OFF DEPARTURE END INTO TREES.
19790908026629A	PILOT REPORTED ENGINE STOPPED ON PRACTICE EMERGENCY LANDING. LANDED ROUGH FIELD. OPENED THROTTLE TOO ABRUPLY.
19790908027159A	PILOT WAS FLYING LOW DOWN A RIVER. HIT A WIRE.
19790908028639A	LANDED ON ROUGH GRASS STRIP. RAN OFF END OF RUNWAY. FACTOR; PILOT SKILL AND JUDGEMENT.
19790908029099A	ENGINE STOPPED ON INITIAL CLIMB DUE TO WATER IN THE FUEL. CRASHED INTO A FIELD OFF THE END OF THE RUNWAY.
19790908030889A	PILOT MISHANDLED SPOILERS ON LANDING APPROACH. MADE HARD LANDING FROM A HIGH SINK RATE.
19790908034499A	PILOT CRASHED SHORT OF RUNWAY AFTER DECLARING EMERGENCY. DOCTOR STATED PILOT HAD SUICIDAL TENDENCIES.
19790908034779I	LOUD CRACK OR BANG HEARD ON ABORTED TAKEOFF. RAN THRU DITCH. LANDING GEAR SHOCK CORD SNAPPED DURING ROLL.
19790908034789I	PILOT TAXIED INTO HANGER UP ENDED PLANE ONTO NOSE.
19790908034799I	PLANE WAS TOO SLOW WHILE TRYING TO GET UNDER POWER LINES. SETTLED INTO CROP.
19790908034809I	GEAR COLLAPSED AFTER LANDING BOUNCE. PILOT SAID MECHANICAL GEAR WAS NOT LOCKED UP.
19790908034819I	DURING LANDING WING CONTACTED CORN NEXT TO RUNWAY. DAMAGE TO WINGTIP, PROP AND NOSE GEAR FAIRING.
19790908034829I	ENGINE LOST POWER AND SEIZED. TEARDOWN REVEALED ARTICULATING ROD #3192 BROKE AND DEMOLISHED POWER SECTION.
19790908034839I	ENGINE QUIT DUE TO FUEL EXHAUSTION. FUEL BLADDERS UNATTACHED AT BOTTOMS.
19790908034849I	LOST DIRECTIONAL CONTROL ON LANDING.
19790908034859I	RIGHT WING SLATS EXTENDED IN CRUISE. FOUND OVERCENTER SPRING ON CONTROL VALVE OUT OF POSITION.
19790908034869I	MERCY LANDING DUE TO PASSENGERS HEART ATTACK.
19790908034879I	ONE MAIN GEAR TIRE BLEW ON TAKEOFF. BURNED OFF FUEL AND MADE UNEVENTFUL LANDING.
19790908034889I	STUDENT ON LOCAL SOLO RAN OUT OF FUEL. SUCCESSFUL LANDING AT AIRPORT WITHOUT DAMAGE.
19790908035979A	STUDENT PILOT CLAIMED ENGINE QUIT. MADE HARD DOWNWIND LANDING. NO ENGINE DEFECTS. POSSIBLE DEMO AUTOROTATE LANDINGS
19790908036579A	INDICATES PILOT FLEW VFR INTO SIDE OF A CLOUD-OBSCURED MOUNTAIN. PILOT AND AIRPLANE IFR CAPABILITY.
19790908040119A	ENGINE FAILURE EN ROUTE. LANDED ON SOFT TUNDRA. AIRPLANE FLIPPED OVER. FOUND BROKEN CRANKSHAFT.
19790908043069A	PILOT ATTEMPTED TAKE OFF FROM SMALL LAKE.CRASHED ON DEPARTURE END.CLAIMED DOWNDRAFT AFTER LIFT OFF.150 MILES NW ANC
19790908043289A	TOW PLANE STRUCK TREES ON GLIDERTOW ON TAKEOFF. FALED TO ASCERTAIN AIRPLANE PERFORMANCE OR AVOID OBSTACLE.
19790908043479A	WITNESS HEARD HELICOPTER RUNNING AT HELIPAD. THEN SILENCE. FOUND HELICOPTER IN 120 FT WATER NEAR PAD. PILOT DROWNED
19790908056919A	TOW PLANE ATTEMPTING OFF AIRPORT TOW HIT TREE, GLIDER IN TOW RELEASED AND CRASHED INTO TREES.
19790909011939A	ENGINE STOPPED DURING INITIAL CLIMB ON TAKEOFF. FLIPPED OVER, LANDING IN PLOWED FIELD. MIXTURE CONTROL WIRE BROKEN.
19790909023949A	STUDENT PILOT STALLED ACFT ON INITIAL CLIMBOUT. INSTRUCTOR RECOVERED,ELECTED TO CONTINUE TAKEOFF. HIT FARM TRACTOR
19790909024999A	PILOT LOST CONTROL OF AIRCRAFT DURING TAKEOFF. HE CLAIMED TAIL WHEEL SHIMMY CAUSED LOSS OF CONTROL.
19790909026329A	STUDENT PILOT BOUNCED HARD ON LANDING. AIRCRAFT VEERED OFF RUNWAY AND FLIPPED OVER.
19790909027599A	STUDENT PILOT OVERSHOT RUNWAY ON LANDING.
19790909027639A	ON LANDING, THE WING TIP CAUGHT IN TALL GRASS. GLIDER CAME TO REST ON ROCKS.
19790909028029A	NIGHT LANDING SHORT OF RUNWAY. FLIPPED OVER. FACT: RUNWAY LIGHTS NOT ON SAME REQUEST FREQUENCY AS APPROACH LIGHTS.
19790909028119A	ENGINE SMOKED, LOST OIL PRESSURE. MADE EMERGENCY LANDING IN LAKE. FOUND LOOSE OIL LINE AT TOP OF OIL COOLER.
19790909028509A	RAN OUT OF FUEL ON A NIGHT CROSS-COUNTRY FLIGHT. MADE BELLY-LANDING IN FIELD.
19790909030399A	PILOT TRIED TO SLOW ROLL AIRCRAFT AT A LOW ALTITUDE. DOVE VERTICALLY TO GROUND FROM INVERTED ATTITUDE.
19790909031659A	ROTATED ACFT ON TAKEOFF. ACFT SETTLED BACK TO RWY. LIFTED OFF AGAIN. FLEW INTO TREES. FAILED TO ABORT TAKEOFF.
19790909031739A	PILOT LOST DIRECTIONAL CONTROL ON LANDING.
19790909032739A	FIRE IN LEFT ENGINE DURING CLIMB TO CRUISE. MADE GEAR UP LANDING AT AIRPORT. FOUND DEFECT EXHAUST SYSTEM.
19790909034779A	PILOT FLEW INTO WIRE WHICH WAS 45 FT ABOVE SURFACE OF RIVER.
19790909034899I	UNABLE TO GET TAKEOFF EPR AND VISUALLY SAW FIRE FROM ENGINE. DISENGAGED FUEL LINE ON NEW ENGINE.
19790909034909I	PILOT EXPERIENCED LEFT ENGINE DIFFICULTY ON SHORT FINAL. LANDED ON GRASS TO LEFT OF RUNWAY.
19790909034919I	PILOT UNSUCCESSFULLY ATTEMPTED TO ABORT TAKEOFF. CAME TO REST IN FIELD OFF DEPARTURE END OF RUNWAY.
19790909034929I	PILOT CLAIMED HELICOPTER LOST POWER. HE ENTERED AUTOROTATION, STRUCK GROUND DURING FLAIR WITH TAIL ROTOR.
19790909034939I	PILOT LANDED SAFELY ON ROAD DUE TO FUEL EXHAUSTION. FAULTY FUEL TRANSMITTER CAUSED GAUGE TO READ ONE HALF FULL.
19790909034949I	AIRCRAFT PORPOISED AFTER LANDING. ON 5TH BOUNCE NOSE GEAR COLLAPSED. ENSUING FIRE EXTINGUISHED BY FIRE DEPT.
19790909037119A	DEPARTED NEW ORLEANS VFR TO PENSACOLA. RADAR INDICATES ACFT DOWN IN GULF OFF AL COAST. MISSING.
19790909042029A	MECHANIC REPLACED OIL QUICK-DRAIN WITH THE WRONG PART. DRAIN WAS KNOCKED OFF WHEN GEAR RETRACTED.
19790909044189A	NEAR STALL ON CLIMBOUT. APPLIED FULL FLAPS, STALLED. WITNESS STATED COWLING ACCESS DOOR OPENED. FOUND CLOSED.
19790909048529I	PILOT FAILED TO EXTEND GEAR PRIOR TO LANDING. HEARD PROPELLERS STRIKE GROUND. DID GOAROUND, LANDED GEAR DOWN.
19790909048549I	PILOT LANDED IN FIELD AFTER SMOKE APPEARED IN COCKPIT. AIRCRAFT FLOWN OUT BEFORE CAUSE COULD BE DETERMINED.
19790909048569I	LEFT GEAR WOULD NOT RETRACT AFTER TAKEOFF. GEAR CYLINDER BUNGEE ROD END BROKEN.
19790909048579I	AIRCRAFT MADE SAFE UNSCHEDULED LANDING DUE TO BOMB THREAT, WHICH PROVED TO BE FALSE.
19790909048589I	DUE TO CREW ERROR, EXTERNAL POWER CART OVERLOADED. SMOKE FROM CART ENTERED CABIN, LED TO FALSE EVACUATION.
19790909048619I	OIL PUMP IMPELLER BROKE LEADING TO ENGINE FAILURE AFTER TAKEOFF. PILOT LANDED SAFELY ENGINE S/ L1504640.
19790909048639I	BRAKES FAILED UPON LANDING. AIRCRAFT VEERED OVER EMBANKMENT. FOUND LEAK IN BRAKE FLUID LINE, PN 1198729.
19790909048659I	PILOT LANDED ON BEACH, SWERVED TO AVOID DITCH. COLLAPSED LEFT LANDING GEAR.
19790909048679I	PARACHUTIST KILLED WHEN HAND-DEPLOYED PILOT CHUTE BECAME ENTANGLED IN HARNESS BELLY BAND. MAIN CHUTE CUT LATE.
19790909048719I	PILOT COULD NOT LOWER LANDING GEAR USING EMERGENCY PROCEDURE DUE TO FAILURE OF COILED SPRING PN 8330239.
19790909048739I	AIRCRAFT STRUCK KNOLL DURING ROLLOUT ON GRASS STRIP, COLLAPSING RIGHT MAIN GEAR.
19790909048779I	AIRCRAFT LANDED IN BOGGY TUNDRA WITH FORWARD C.G. FLIPPED OVER UPON APPLICATION OF BRAKES.
19790909048789I	PILOT FAILED TO EXTEND GEAR FOR LANDING.
19790909048799I	STUDENT PILOT FAILED TO MAINTAIN ADEQUATE AIRSPEED DURING LANDING, STALLED, AND LANDED HARD.
19790910026899A	AIRCRAFT CAME DOWN LEVEL & HARD ON RUNWAY,BENDING NOSE GEAR FORWARD. FACTOR: IMPROPER LEVEL OFF AND RECOVERY.
19790910026909A	ENGINE FAILURE DUE TO FATIGUE FAILURE OF CRANKSHAFT.
19790910027249A	STUDENT PILOT LOST DIRECTIONAL CONTROL ON TAKEOFF.
19790910027819A	ENGINE LOST PARTIAL POWER ON TAKEOFF. FOUND INDICATIONS OF EXCESSIVELY RICH MIXTURE.
19790910028039A	DRAGGED WING IN WATER ON TAKEOFF RUN. FLIPPED OVER. FACTOR; GUSTY CROSSWIND, ROUGH WATER.
19790910034959I	PILOT LANDED AT NIGHT ON SEAWAY 34 RATHER THAN ADJACENT RUNWAY 34. NO INJURIES, FLOATING AIRCRAFT WAS SAVED.
19790910034969I	PILOT ABORTED TAKEOFF WHEN AIRCRAFT FAILED TO CLIMB, PROBABLY DUE TO DENSITY ALTITUDE, LOADED WEIGHT LIMITATIONS.
19790910034979I	ENGINE SEIZED DUE TO OIL STARVATION. PILOT LANDED ON ROAD. DAKOTAQUIC CHANGE OIL VALVE HAD POPPED OPEN.
19790910034989I	AIRCRAFT VEERED OFF RUNWAY DURING TAKEOFF DUE TO CROSS-RIGGED AILERONS.
19790910034999I	AIRCRAFT HIT DEER ON RUNWAY DURING LANDING ROLL.
19790910035009I	STUDENT PILOT LOST CONTROL DURING CROSS WIND LANDING, SKIDDED, DAMAGED PROP TIPS.
19790910035019I	BROKEN WIRE AT TERMINAL STRIP CAUSED FALSE UNSAFE LEFT MAIN GEAR DOWN INDICATION. LANDED SAFELY.
19790910035029I	AIRCRAFT DEPRESSURIZED AT FL280, WHICH WAS REGAINED AT FL220 WITHOUT FURTHER INCIDENT. FLOW VALVES SENSOR REPLACED.
19790910035039I	BRAKES FAILED DURING TAXI, AIRCRAFT WENT INTO DITCH. BRAKE FLUID HAD LEAKED PAST PISTON O-RING DUE TO MISSING LININ
19790910035049I	DURING TAKEOFF NR1 ENGINE GAVE FIRE WARNING INDICATION. DUCT ASSEMBLY PN 65B4263818 HAD RUPTURED.
19790910036839A	EVIDENCE INDICATES PILOT LOST CONTROL OF ACFT AT NIGHT FROM SPATIAL DISORIENTATION. NO GROUND LIGHTS IN AREA.
19790910041131A	OVERTOOK SMALL AIRPLANE ON DOWNWIND. SMALL PLANE MADE BASE LEG TURN IN FRONT OF HIM. NOT SEEN UNTIL LAST SECONDS.
19790910041132A	STUDENT ON HIGH/WIDE DOWNWIND BEGAN DESCENDING TURN TO BASE. WAS STRUCK BY LARGER, FASTER OVERTAKING AIRPLANE.
19790911021819A	STALLED AIRPLANE DURING LEVEL OFF. HIT NOSE FIRST ON RUNWAY.
19790911022659A	AGRICULTURAL AIRCRAFT HIT WIRE WHILE SPRAYING CROPS.
19790911023379A	PILOT REPORTED ENGINE BACKFIRED DURING TAKEOFF ROLL. FIRE IN COCKPIT. ABORTED. RAN OFF RUNWAY. AIRCRAFT BURNED.
19790911025579A	LANDED AT NIGHT. NO RUNWAY LIGHTS. OVERSHOT RUNWAY. STRUCK TREES. AIRCRAFT BURNED.
19790911026589A	PILOT LOST DIRECTIONAL CONTROL DUE TO OBJECT ON FLOOR BLOCKING RUDDER PEDALS.
19790911035059I	PILOT FAILED TO EXTEND GEAR BEFORE LANDING.
19790911035069I	PILOT RAN OUT OF FUEL, LANDED IN PLOWED FIELD, DAMAGING NOSE GEAR AND ENGINE MOUNT.
19790911035079I	DURING TAKEOFF ON DAMP SOFT TURF AIRCRAFT STRUCK HAMMOCK, BECAME AIRBORNE,CAME DOWN ON SOFT SPOT, NOSED OVER.
19790911035089I	RIGHT INBOARDMAIN LANDING GEAR TIRE BLEW OUT, AIRCRAFT RAN OFF RUNWAY DURING LANDING ROLL.
