c5	remark
19930924036379A	STUDENT PILOT BECAME ILL APPROACHING AIRPORT. MOMENTARILLY LOST CONSCIOUSNESS. RECOVERED FOR HARD LANDING.
19930924036399A	LOUD BANG PARTS TAILROTOR AND DEBRIS FELL. CHOPPER SPUN TO GROUND . LEFT DOOR REMOVED. EVIDENCE KNEE PAT HIT ROTORS
19930924036409A	WHILE LOADING PERSONNEL FROM LOGGING SITE IDLIN ROTORS STRUCK TREE STUMP. HELICOPTER BEGAN SPIN. ROLLED DOWN HILLS.
19930924038859I	TOW BROKE LOOSE AT A LINK IN CABLE. FELL ON HOUSES BELOW. MINIMAL DAMAGE TO HOUSES.
19930924038969I	FLAP ASSYMETRY ON APPROACH. MADE GO AROUND. LANDED SAFELY. FOUND IMPROPER INSTALLATION OF FLAP DRIVE ROTQUE TUBE.
19930924039109I	PILOT LOST DIRECTIONAL CONTROL ON ROLLOUT. VEERED OFF RUNWAY.
19930924039379I	NR2 ENGINE TOTAL GAS TEMPERATURE WENT TO 1200 DEGREES. SHUT ENGINE DOWN. RETURNED TO SAN FRANCISCO. LANDED SAFELY.
19930924039659I	HIGH SPEED TAXI TEST. AIRCRAFT BECAME AIRBORNE. ELECTED TO CONTINUE TAKEOFF. MADE HARD LANDING ON RETURN.
19930924042949I	ENGINE RUNNING ROUGH. PRECAUTIONARY LANDING AT UTICA. FOUND FUEL WAS CONTAMINTED. FUEL AT SYRACUSE CHECKED.
19930924043409I	UNSAFE GEAR INDICATION. MADE GO AROUND. LEFT LANDING GEAR COLLAPSED ON ROLLOUT. LANDING GEAR LINKAGE WAS BENT.
19930924043589I	NR1 HYDRAULIC LIGHT ON DURING APPROACH. LANDED SAFELY. LEAKING AT PRESSURE OUTPUT DUE TO DEFECTIVE O RING.
19930924044959I	RIGHT COWLING DEPARTED AIRCRAFT ON CLIMBOUT. RETURNED. COWLING IMPROPERLY SECURED.
19930924048049I	ENGINE LOST FUEL PRESSURE. FORCED LANDING IN FIELD. LEFT TANK FULL. RIGHT TANK EMPTY. FUEL SELECTOR ON RIGHT TANK.
19930924050019I	ENCOUNTERED A DOWN DRAFT ON FINAL APPROACH. LANDED SHORT OF RUNWAY.
19930924051779I	RIGHT ENGINE DUCT LEAK LIGHT ON DURING CLIMB. RETURNED. FOUND CLAMP LOOSE ON DUCT.
19930925036299A	CFI ADVISED STUDENT MAKE SOFT FIELD TAKEOFF.NOSE HIGH RUNNING TAKEOFF ENSUED.CFI TOO OVER TOO LATE.STALL MUSHED.
19930925036349A	DITCHED IN OCEAN, PILOT TAKEN TO THE HOSPITAL.
19930925036369A	MADE AN EMERGENCY LANDING ON A COUNTRY ROAD, THEN CRASHED WHILE ATTEMPTING TO TAKEOFF.
19930925039629I	LOUD BANG AFTER TAKEOFF. UNSAFE NOSE GEAR LIGHT. RETURNED. LANDED NOSE GEAR UP.
19930925040269I	ON CROSSWIND LANDING PILOT ALLOWED AIRCRAFT TO DRIFT OFF CENTER LINE. MADE A HARD LANDING.
19930925041619I	OIL COVERED WINDSHIELD ON CLIMB. REQUESTED HELP TO RUNWAY. LANDED SAFELY. FRONT CRANKSHAFT SEAL CAME OUT.
19930925041889A	ENGINE LOST POWER EN ROUTE. NOSED OVER LANDING IN A CANAL. NO ANOMALIES EXCEPT A STICKING CARBURETOR FLOAT.
19930925041939I	RIGHT BETA LIGHT ILLUMINATED. POWER REDUCED TO IDLE. PROP FEATHERED. LANDED SAFELY.
19930925043189I	ATTEMPTED A HIGH SPEED TEST ON RUNWAY. PILOT STATED LEFT BRAKE FAILED. DEPARTED RUNWAY AND WENT THROUGH FENCE.
19930925043749I	PILOT RETRACTED LANDING GEAR PRIOR TO ESTABLISHING A POSTIVE RATE OF CLIMB. PROPELLER DAMAGED.
19930925045079I	PILOT HAVING RADIO PROBLEM DID NOT RECEIVE CLEARANCE TO HOLD. TAXIED ONTO ACTIVE RUNWAY.
19930925048869I	PILOT ISSUED CLEARANCE TO TAXI TO RUNWAY 06L. READ BACK CLEARANCE CORRECTLY, THEN PROCEEDED TO CROSS RUNWAY 06.
19930925048899I	PILOT TAXIED ACROSS ACTIVE RUNWAY WITHOUT CLEARANCE TO DO SO. PILOT HAD READ BACK HIS CLEARANCE CORRECTLY.
19930925048989I	PILOT CROSSED ACTIVE RUNWAY AFTER BEING CLEARED TO RUNWAY. PILOT READ CLEARANCE BACK CORRECTLY.
19930926036259A	OVERSHOOTING DOWNHILL RUNWAY BEGAN GO AROUND. STRUCK TREES ON CLIMBOUT. FAILED TO TIMELY RAISE FULL FLAPS.
19930926036319A	UNABLE TO CLIMB OR HOLD ALTITUDE AFTER BANNER PICKUP. STALLED INTO A FIELD. GOT BEHIND LIMITED POWER CURVE.
19930926036389A	INBOUND TO AIRPORT, ENCOUNTERED TURBULENCE. FLIGHT ATTENDANT SUSTAINED A LEG INJURY, TAKEN TO HOSPITAL.
19930926036419A	OVER GROSS. HIGH AMBIENT TEMPERATURE. SLOW WOBBLY CLIMB. BELOW RIDGE. NOSED UP STALLED. IMPACTED IN VERTICAL DIVE.
19930926036429A	PILOTS WIFE GOT OUT TO REMOVE NOSE WHEEL CHOCK WITH ENGINE RUNNING. WAS STRUCK BY PROPELLER. FAILED TO STOP ENGINE.
19930926036439A	WHEELS BRUSHED TREE TOPS LANDING AT REMOTE STRIP. PULLED LEFT INTO BRUSH AND STRUCK A STUMP SHORT OF STRIP.
19930926036629A	CACULATED ENOUGH FUEL FOR FLIGHT BUT RAN OUT WITHIN 2HRS. FOLDED NOSE GEAR FORCE LANDING. NO USABLE FUEL ONBOARD.
19930926036659A	RIGHT ENGINE SURGING ON CLIMBOUT. REDUCED POWER. ENGINE IDLED. FORCED DOWN HIT COW AND DITCH. BAD MAGNETO LEAD.
19930926037719A	TOW ROPE BROKE SECOND TIME. TOW PLANE ABORTED. LANDED ON TOW ROPE CAUSING GLIDER TO VEER OFF RUNWAY.HIT BORDER CONE
19930926037769A	LIFTED OFF PREMATURE. USED FORWARD YOKE GAIN SPEED. BOUNCED AND PORPOISED. COLLAPSED NOSE GEAR. VEERED OFF RUNWAY.
19930926039869I	GEAR VIBRATION ON CLIMB OUT. RETURNED. FOUND LEFT NOSE DOOR DISCONNECTED FROM ACTUATOR ROD. RE ENGAGED DOOR ROD.
19930926041409I	PILOT MADE A HARD LANDING. COUNSELED ON LANDING PROCEDURES.
19930926041419I	ON A 180 DEGREE TURN AROUND ON RUNWAY NOSE WHEEL SLID OFF WET RUNWAY. BECAME STUCK IN MUD.
19930926041999I	PILOT ABORTED TAKEOFF ROLL DUE TO LOW LEFT ENGINE MANIFOLD PRESSURE. RETRACTED LANDING GEAR TO AID IN BRAKING.
19930926042019I	POWER LOSS ON NR1 ENGINE. FORCED LANDING AT HUNTINGTON. NR4 CONNECTING ROD HAD SEPARATED FROM CRANKSHAFT AT BEARING
19930926043649I	SMELLED SMOKE IN COCKPIT AFTER DEPARTURE. RETURNED.DISCOVERED INTERNAL SHORT IN NR2 VOR RADIO. NO FIRE.
19930926043849I	PILOT LANDED ON A WET GRASS RUNWAY. OVERRAN END OF RUNWAY. STOPPED IN WEEDS.
19930927036579A	LOST INVERTER THAT POWER MAIN GYROS. INDICATES LOST CONTROL PARTIAL PANEL. NR2 INVERTER OK. ALCOHOL TEST POSITIVE.
19930927036589A	ENGINE FIRE DURING START ON RAMP. CROSS THREADED OUTPUT LINE ON FUEL PUMP ALLOWED FUEL LEAK IN ENGINE COMPARTMENT.
19930927036639A	LEFT ENGINE SMOKED ON TAKEOFF. PULLED UP IN STEEP LEFT TURN AND DIVED INTO TREES.ENGINE OUT PROCEDURE NOT PERFORMED
19930927038629A	LOST POWER AT CRUISE. STRUCK SIGN LANDING ON A ROAD. ONLY UNUSUABLE FUEL IN FUEL TANKS.
19930927041599I	PILOT STATED HE FORGOT TO LOWER LANDING GEAR. LANDED GEAR UP.
19930927043149I	PRACTICING TAXIING PROCEDURES WITH A TAIL DRAGGER. SET BRAKES TOO HARD AND CUT POWER. TAIL CAME UP. GROUND LOOPED.
19930927043349I	ROUGH ENGINE.OIL COVERING WINDSHIELD. EMERGENCY LANDING ON ROAD. STUCK VALVE CAUSED A BROKEN ROD AND STUCK PISTON.
19930927045169I	ENGINE RUNNING ROUGH. EMERGENCY LANDING ON HIGHWAY. FOUND PRIMER TO BE OUT.
19930928036819A	ERCOUPE CAME APART IN FLIGHT. WRECKAGE INDICATES SPIN AT IMPACT. AIRFRAME SHOWS SEPARATION DUE OVERLOAD.
19930928037179A	TAXIED OVER BROKEN DRAIN GRATE COLLAPSED RIGHT MAIN GEAR. WING TIP AND STABILER HIT GROUND.
19930928039329I	ENGINE QUIT IN FLIGHT. FORCED LANDING IN FIELD. UNABLE TOP RUN ENGINE AFTER CHECKING IT.
19930928039939I	NR1 ENGINE LOST POWER EN ROUTE. DIVERTED TO SYRACUSE. LANDED SAFELY. FOUND METAL IN TAIL PIPE.
19930928040059I	STUDENT PILOT LOST DIRECTIONAL CONTROL OF AIRCRAFT ON ROLLOUT. AIRCRAFT GROUND LOOPED.
19930928043049I	ENGINE QUIT ON CLIMBOUT. SWITCHED FUEL TANKS 2 TIMES. FORCED LANDING IN FIELD. SUSPECT FUEL MISMANGEMENT.
19930928043159I	DUE TO POOR MARKINGS PILOT MISSED TURN ON TAXIWAY. TAXIED OFF TAXIWAY INTO LOOSE DIRT. PROPELLER STRUCK GROUND.
19930928045939I	NOSE GEAR RETRACTED ON TAKEOFF ROLL. AUTOMATIC GEAR RETRACTION SYSTEM. FOUND SELECTOR IN UP POSITION.
19930928046579I	STUDENT CONDUCTING A SINGLE ENGINE VOR APPROACH. ON GO AROUND FAILED TO MAINTAIN AIRSPEED. SETTLED INTO A FIELD.
19930928049659I	FLAMES COMING OUT OF NR1 ENGINE ON TAKEOFF. ABORTED. FOUND BROKEN METERIN VALVE PISTON SEAL.
19930929036839I	LANDED GEAR UP.
19930929036939A	TRYING TO STAY ON TOP AT FL170 WITH NO OXYGEN. LOST CONTROL IN CLOUDS. LOST A WING. VERTICAL IMPACT. HYPOXIA FACTOR
19930929036959A	ENGINE FAILED ON TAKEOFF, ATTEMPTED LANDING ON SOD RUNWAY, RAN OFF THE END OF RUNWY, HIT HEDGE LINE.
19930929036969A	OVER WATER, LOST ROTOR RPM AND NEEDLES SPLIT.DITCHED AND SANK.BELIEVED CLUTCH BELT SLIPPED. JUST OUT OF MAINTENANCE
19930929040079I	UNSAFE GER INDICATION ON APPROACH. WENT AROUND. RECYCLED GEAR. LANDED SAFELY.
19930929040249I	STUDENT PILOT LOST CONTROL OF AIRCRAFT WHILE LANDING. PROPELLER STRUCK RUNWAY.
19930929043329I	NR3 ENGINE SHUT DOWN DUE TO LOW OIL PRESSURE. LANDED AT DESTINATION SAFELY. REPLACED ENGINE.
19930929043919I	APPEARS PILOT LOST DIRECTIONAL CONTROL OF AIRCRAFT AS HE TURNED OFF TAXIWAY TO RUNWAY. DEPARTED RUNWAY TO ROLL.
19930929048779I	ENGINE QUIT IN FLIGHT. FORCED LANDING ON ROAD. HAD FUEL EXHAUSTION.
19930929052729A	LOST POWER ON LIFTOFF. RELANDED ON RUNWAY. OVERRAN END INTO HEDGEROW. RESTARTED ENGINE. RAN NORMAL.
19930930037079A	STRUCK RISING TERRAIN NEAR A RIDGE WHILE FLYING LOW TO SCOUT FOR ELK.
19930930037099A	FIRST TOUCH AND GO. NOSED PITCHED UP ADDING POWER. VEERED LEFT DUE P FACTOR IMPACT OFF SIDE OF RUNWAY.
19930930037109A	SIMULATED ENGINE OUT ON TAKEOFF. STUDENT NOSED UP TOO HIGH ON LANDING FLARE. LANGUAGE BARRIER. LOW RPM.PYLON ROCKED
19930930037129A	OVER GROSS. AT DENSITY ALTITUDE TRIED 3 TIMES TO LEAVE GROUND EFFECT. THEN REACHED 50FT. TURNED DESCENT TO GROUND.
19930930037139A	TEST FLIGHT ENGINE BACKFIRED AND QUIT ON TAKEOFF. CRASHED WET FIELD NO ANOMALIES. IDLE FOR YEARS. FUEL STARVATION.
19930930037149A	BLEW A TIRE ON TAKEOFF ROLL. ABORTED AND LOST CONTROL. VEERED OFF RUNWAY INTO GRAVEL. COLLIDED WITH RUNWAY SIGN.
19930930037169A	LOST POWER, VECTORED TO AIRPARK, HIT A SHORT FENCE.
19930930037579A	DEPART TAMIAMI AIRPORT FOR MARKO ISLAND. BECAME MISSING. FUEL TANKS NOT FULL. PRESUMED FATAL. AIRCRAFT DESTROYED.
19930930037699A	BOUNCED AND PORPOISED LANDING. WENT AROUND. POOR ELEVATOR CONTROL RELANDING. BENT FIREWALL LOOSENED ELEVATOR CABLES
19930930040039I	L,ANDING GEAR HANDLE WAS MISTAKENLY PLACED IN UP POSITION ON A TOUCH AND GO LANDING. GEAR COLLAPSED.
19930930040089I	PILOT BECAME CONFUSED WHILE TAXIING FOR TAKEOFF. TURNED ONTO A ROADWAY AND STRUCK A CHAIN LINK FENCE.
19930930040929I	ENGINE QUIT EN ROUTE. FORCED LANDING IN A FIELD. APPEARS FUEL EXHAUSTION WAS CAUSED OF ENGINE FAILURE.
19930930042409A	AFTER 31/2HRS TRAINING FLIGHT ENGINE LOST POWER. CARTWHEELED FORCED LANDING. LEFT WING STRUCK GROUND. NO FUEL.
19930930043079I	AFTER LONG TAXI FOR TAKEOFF, BRAKES BECAME OVERHEATED AND FADED OUT. DISRUPTED STEERING. BROKE RUNWAY LIGHTS LENS.
19930930043779I	AMBER OVER HEAT LIGHT ON DURING CLIMBOUT. SHUT ENGINE DOWN. RETURNED. LANDED SAFELY. FOUND NO ABNORMALITIES.
19930930044889I	LEFT ENGINE FAILED EN ROUTE. EMERGENCY LANDING. FOUND HIGH PRESSURE FUEL PUMP COUPLING HAD FAILED.
19930930044969I	TURKEY VULTURE CRASHED THROUGH WINDSHIELD IN FLIGHT. PRECAUTIONARY LANDING AT PRESCOTT.
19930930045499I	IN FLIGHT FIRE. SMOKE IN CABIN. EMERGENCY LANDING AT WINNSBORO. FOUND RESISTER IN THE TRANSPONDER HAD SHORTED.
19930930046549I	STUDENT LOST DIRECTIONAL CONTROL ON LANDING ROLLOUT. VEERED OFF LEFT SIDE OF RUNWAY. FIRST SOLO FLIGHT.
19930930047939I	CHUTIST HAD DIFFICULTY IN FORM UP WITH FORMATION. COLLIDED WITH ANOTHER CHUTIST. PARACHUTE DEPLOYED. IMPACTED EARTH
19931001037329A	DURING LOW LEVEL WING OVERS STRUCK THE WATER AND SANK. BLAMED OPTICAL ILLUSION CAUSED LOSS OF REFERENCE TO POSITION
19931001037369A	TOO LOW ON FINAL ADDED POWER TOO LATE. LANDING GEAR CAUGHT PERIMETER FENCE. JUST PURCHASED. ZERO TIME IN TYPE.
19931001037389A	LOST PARTIAL POWER BOTH ENGINES ON CLIMBOUT. LANDED ROUGH DESERT. CLOGGED FUEL SYSTEM. SAT IDLE FOR SEVERAL YEARS.
19931001037419I	UNABLE TO DEVELOP POWER FOR SUSTAINED FLIGHT. LANDED IN FIELD NEXT TO RUNWAY. FUEL SELECTOR VALVE NOT SEATED GOOD.
19931001037429A	LOST POWER. EXTENDED GLIDE AT RUNWAY DUE TRAFFIC. LANDED SHORT GEAR UP. FUEL SELECTOR VALVE SHAFT ABSENT.NO DETENTE
19931001037459I	PILOT MADE A HARD LANDING. BOUNCED. LOST CONTROL. VEERED OFF RUNWAY. GROUND LOOP ONTO ITS BACK.
19931001039309I	ENGINE STARTED AFTER SEVERAL ATTEMPTS USING ELECTRIC STARTER. JUMPED CHOCKS. AIRCRAFT MOVED, STRUCK PARKED C172.
19931001040849A	LANDING ON AN UNLIT RUNWAY AT NIGHT, STRUCK VASI LIGHT.
19931001041349I	WHILE TURNING BASE LEG PILOT FORGOT TO LOWER LANDING GEAR. LANDED GEAR UP.
19931001043479I	LEFT WHEEL DRAGGED SEVERELY ON ROLLOUT. APPLIED DIFFERENTIAL BRAKING AND POWER. WHEEL BROKE LOOSE. NOSED OVER.
19931001043489I	LOW ROTOR RPM DURING TERMINATION OF NORMAL APPROACH. PILOT REACTED BY REDUCING POWER INSTAD OF INCRASING THROTTLE.
19931001046359A	UNABLE TO SET TELEPHONE POLE JETTISONED POLE IN DESIGNATED AREA. POLE BOUNCED HIT GROUND MAN THAT HAD ENTERED AREA.
19931001049549A	CLEARED TAXI CROSS RUNWAY WITH PLANE IN POSITION. CAUTIONED ABOUT WAKE. PLANE BEGAN ROLL WHILE CROSSING. BLOWN OVER
19931001050219I	FLIGHT ATTENDANT WITNESSED PASSENGER ENTER REST ROOM AND SMELLED SMOKE. PASSENGER WARNED. MET BY BALTIMORE POLICE.
19931002037279A	WITNESS OBSERVED PLANE IN A SPIN TO IMPACT. NO MECHANICAL. TYPE WILL SPIN MISUSE OF VMC AUX FULE PREVENTS RECOVERY.
19931002037289A	WHY SPIRAL DIVE UNKNOWN. ABRUPT PULLUP LED TO WING AND TAIL SEPARATION BY EXCEEDING DESIGN LOAD. SEAT BELT OPEN.
19931002037319A	FLEW UP A BLIND CANYON IN MVFR. STRUCK CANYON WALL TRYING TO TURN AROUND WAS TRYING TO NEGOTIATE MERRILL PASS.
19931002037409A	PASSED UP FUEL STOP ON BELIEF 100LB FUEL WOULD DAMAGE ENGINE. TRIED FOR AIRPORT WITH 8087 FUEL. RAN OUT OF FUEL.
19931002039599I	PILOT BOUNCED WHILE LANDING. NOSE GEAR COLLAPSED AFTER THREE BOUNCES.
19931002041699I	UNSAFE GEAR INDICATION ON APPROACH. USED EMERGENCY PROCEDURES. NOSE GEAR COLLAPSED ON ROLLOUT.
19931002041909I	ENGINE QUIT IN FLIGHT. FORCED LANDING IN FIELD. USING AUTO FUEL. SUSPECT VAPOR LOCK IN FUEL LINE.
19931002041989I	AIRCRAFT WAS HIT BY A TUG AS PILOT WAS TAXIING TO RAMP. TUG DRIVER SAID SUN WAS IN HIS EYES. DID NOT SEE AIRCRAFT.
19931002042029I	PILOT FORGOT TO LOWER LANDING GEAR. LANDED GEAR UP.
19931002043549I	BALLOON MADE AN EMERGENCY LANDING AT THE MISSOURI CAMPUS. SHOULD HAVE BEEN USING DUAL BURNER INSTEAD OF SINGLE ONES
19931002043809I	PILOT LEVELED OFF TOO HIGH. MADE A HARD LANDING.
19931002044789A	DEPARTED TO AIRPORT 25MI AWAY TO GET FUEL. RAN OUT EN ROUTE. NOSED OVER SOFT DIRT LANDING. MISJUDGED FUEL SUPPLY.
19931002046299I	PILOT STATED WIND HIT AIRCAFT ON ROLLOUT AND AIRCRAFT FLIPPED OVER.
19931003037299A	VFR APPROACH AT NIGHT WHILE SCUD RUNNING. FLEW INTO RISING TERRAIN APPROACHING AIRPORT. NOT IFR RATED. DARK NIGHT.
19931003037309A	UNABLE OUTCLIMB TERRAIN IN CANYON. REPORTED ENGINE SPUTTER. NO ANOMALLIES FOUND. POSSIBLE INCORRECT LEANING.
19931003037339A	SWERVED ON LANDING. STUDENT SAYA CFI FAILED CORRECT. CFI SAYS TRIED TO CORRECT BUT STUDENT FROZE ON CONTROL.
19931003037349A	CLEARED FIRST SET OF WIRES ON DIVE INTO SPRAY FIELD THEN TRIED TO GO UNDER UNSEEN SECOND SET. IMPACTED GROUND.
19931003037359I	PILOT LANDED ON RUNWAY 33 AND A GLIDER LANDED ON RUNWAY 19. COLLIDED AT THE INTERSECTION OF RUNWAY. NO TOWER.
19931003037379A	ENGINE MADE LOUD BANG AND QUIT NEAR AIRPORT. DITCHED IN LAKE. CYLINDER HAD FRACTURED AT PISTON PIN BOSS.
19931003037439A	REPORTED LEFT WING DROPPED TO RUNWAY ON TAKEOFF. AIRCRAFT SPUN OFF RUNWAY INTO BRUSH BACKWARDS. CAUSE UNKNOWN.
19931003037449A	TOOK OFF FROM A ROAD. REPORTED HIGH SINK RATE ON CLIMBING CROSSWIND LEG. CRASHED. POWERLINES CROSS GRAVEL ROAD.
19931003037509A	LANDED HARD DUE CROSSWIND TURBULENCE. LEFT MAIN GEAR FAILED AT AXLE WELD. STRUT DUG IN. NOSED OVER. SIDE LOADING.
19931003037629A	FLEW INTO BLIND CANYON BY MISTAKE AND UNSAFE ALTITUDE. STRUCK CANYON WALL. JUST DEPARTED A AVIATION SAFETY MEETING.
19931003038469A	DURING TAXI FOR TAKEOFF WIND GUST PICKED UP A WING. LOST CONTROL. VEERED OFF RUNWAY OVER AN EMBANKMENT.
19931003039059A	ON BANNER PICKUP ROPE CAUGHT RIGHT MAIN WHEEL. FLEW TRIP. UNABLE DROP BANNER. STALLED 6FT AGL LANDING.
19931003039339I	PILOT LOST DIRECTIONAL CONTROL ON A CROSSWIND LANDING. VEERED OFF RUNWAY. HIT A DITCH.
19931003040049I	STUDENT PILOT MADE A HARD LANDING ON THIRD TOUCH AND GO LANDING. NOSE GEAR DAMAGED.
19931003040989I	ENGINE FAILURE ON APPROACH TO AIRPORT. FORCED LANDING IN FIELD. RIGHT FUEL TANK EMPTY. LEFT TANK HAD 20 GALLONS.
19931003041319I	LANDED GEAR UP. PLACED HIS FINGER ON GEAR SWITCH. DID NOT CHECK GEAR. WARNING HORN INOPERATIVE.
19931003041569I	PILOT INADVERTENTLY RAISED LANDING GEAR INSTEAD OF FLAPS ON LANDING ROLLOUT. GEAR COLLAPSED.
19931003045409A	UNABLE EXTEND MAIN GEAR. LANDED ON NOSE GEAR. SLID OFF RUNWAY. HYDRAULIC LINE CHAFED AGAINST THROTTLE CABLE. LEAKED
19931003045559I	LEFT TIRE BLEW OUT ON LANDING ROLLOUT.
19931003051309A	FIRST FLIGHT IN TYPE. ENCOUNTERED DOWNDRAFT NEAR A RIDGE. DROPPED A WING STALLED AND SPUN INTO TREES.
19931003051559I	CHUTISTS CHUTE COLLAPSED AT 50 FEET ABOVE GROUND. FOUND SEVERAL CELL DIVIDERS TORN ADJACENT TO CROSS PORTS.
19931003051809I	PASSENGER ABOARD AIRCRAFT ALLEGEDLY INTERFERED WITH CREW EMBERS INFLIGHT. AIRCRAFT MET BY  POLICE.
19931003052389A	ENGINE QUIT EN ROUTE LOW ALTITUDE. STRUCK WIRES ON FORCED LANDING.  FLIPPED OVER. NO FUEL AT SCENE.
19931004037519I	UNABLE TO LOCK GEAR DOWN. LANDING GEAR COLLAPSED ON LANDING ROLLOUT.
19931004037529A	CROSSWIND GUST LIFTED THE 172 ON ROLLOUT. WEATHERVANED. CAME DOWN ANGLE TO RUNWAY. HIT BRAKES AVOID CLIFF. FLIPPED.
19931004037539A	TRIED TO LAND IN GUSTY SURFACE WIND. BALLOON TRAVELED 200 YARDS AND STRUCK A POWER POLE.
19931004037549A	TRIED DEPART SHORT DIRT STRIP. LIFTED SEVERAL TIMES AND SETTLED. HIT FENCE OFF END RUNWAY. HIGH DENSITY ALTITUDE.
19931004037569A	RIGHT WING STALLED ON INITIAL CLIMBOUT. HIT GROUND. AIRCRAFT CARTWHEELED. FROST ON WING. HEAVY LOAD. LARGE TIRES.
19931004037589A	STRUCK WIRES CRASHED AND BURNED WHILE SPRAYING A FIELD. GROUND CHECK SAW WIRES BUT FAILED NOTE BRANCH WIRES.
19931004037669A	CRASHED ON LANDING. (-4)THE PILOT ATTEMPTED A GO-AROUND IN A TAIL WIND WITH THE CARBURETOR HEAT SELECTED. THE DEGRADED ENGINE POWER LIMITED CLIMB PERFORMANCE OUT OF GROUND EFFECT AND THE AIRPLANE STRUCK THE TERRAIN ABOUT 600 FEET BEYOND THE TOUCHDOWN POINT.
19931004037689I	WHILE ATTEMPTING TO TAXI TO A MORE SECURED AREA A VERY STRONG WIND BLEW THE AIRCRAFT OVER. NO ATTEMPT TO FLY.
19931004037839A	LOST DIRECTIONAL CONTROL. VEERED OFF RUNWAY. HIT A SMALL DITCH AND NOSED OVER.
19931004040999I	PILOT LOST DIRECTIONAL CONTROL OF AIRCRAFT ON ROLLOUT. BRAKED HEAVILY AND AIRCRAFT NOSED UP.
19931004041049I	LEFT HYDRAULIC SYSTEM FAILURE ON CLIMB. RETURNED. LANDED SAFELY. REPLACED HYDRAULIC FILTER MODULE REDUCER.
19931004041629I	AMMETER SHOWING EXCESSIVE DISCHARGE.PRECAUTIONARY LANDING. LANDED LONG,DEPARTED RUNWAY. FAULTY VOLTAGE REGULATOR.
19931004041669I	BALLOON STRUCK POWERLINES WHILE ATTEMPTING TO LAND ON SAND BAR IN RIVER. PILOT STATED DID NOT SEE WIRE UNTIL LATE.
19931004041709I	PILOT STATED HE CLIPPED TOP OF CEMENT BLOCK FENCE ON LANDING. NO DAMAGE TO BALLOON.
19931004043279I	PILOT FORGOT LOWER LANDING GEAR. LANDED GEAR UP.
19931004043879I	EXPERIENCED PORPOISE EFFECT ON TAKEOFF ROLL. TAIL SECTION CONTACTED RUNWAY.
19931004045129I	AIRCRAFT STRUCK TAIL OF PARKED AIRCRAFT WHILE TAXIING TO GATE. AIRCRAFT NOT PARKED CORRECTLY. MARSHALLER AT FAULT.
19931004045399A	TOOK OFF REMOTE UPHILL SOFT STRIP. SETTLED AFTER LIFT OFF INTO BRUSH AND CARTWHEELED. USED FULL FLAPS.
19931005037639A	TOOK OFF FROM A ROAD BEFORE DAWN INTO IMC. FREEZING RAIN THICK FOG. DIVED INTO GROUND AFTER 180 AND BURNED.
19931005037649A	CFI PULLED GEAR CIRCUIT BREAKER AND IDLED ENGINE FOR SIMULATED EMERGENCY. PUT GEAR LEVER DOWN. LANDED GEAR UP.
19931005037679A	LANDED LONG DOWNHILL. GROUND LOOPED THE TAILWHEEL AIRCRAFT.
19931005037709A	ENGINE QUIT ON CLIMBOUT. DUMPED LOAD. CRASH LANDED. FUEL TANKS WERE EMPTY.
19931005037729A	FULL LOAD ON TAKEOFF. OBSERVED NOSE HIGH WOBBLY CLIMB AND STALL. DENSITY ALTITUDE AND AFT LOADING ARE FACTORS.
19931005037739A	WINDSHIFT ON CLIMBOUT SLOW SPEED. SPUN TO RIGHT. TRIED AUTOROTATE TO RETURN. HIT TREES. LOST TAIL ROTOR EFFECT.
19931005037799A	LANDED ON EDGE OFF RUNWAY WHEEL HIT RUNWAY LIGHTS. LEFT RUNWAY AND SKIDDED ON WET GRASS. STRUCK POLE AND HANGAR.
19931005038559A	RAN OUT OF FUEL ON LANDING APPROACH AFTER A GLIDER TOW. LANDED SHORT OF RUNWAY.
19931005040139A	BOTH MAIN GEAR COLLAPSED AFTER BOUNCED LANDING AT REMOTE STRIP. FRACTURES IN LONGERON TUBES.
19931005043759I	PILOT STATED HE FAILED TO LOWER LANDING GEAR. LANDED GEAR UP.
19931005044949I	UNSURE OF LANDING GEAR. MADE A GO AROUND. RIGHT GEAR COLLAPSED ON ROLLOUT. SPUN AIRCRAFT AROUND ON GRASS.
19931005045449I	PILOT LANDED WITH THE GEAR RETRACTED.
19931005049999I	SMOKE AND ODOR IN COCKPIT AFTER TAKEOFF. RETURNED. FOUND DIODE IN AUDIO PANEL CRACKED AND SHORTED.
19931006037759A	STRUCK TREES ON APPROACH TO AIRPORT. CRASHED. BOTH PROPS FOUND FEATHERED. INDICATES SE GIVEN.FEATHERED WRONG ENGINE
