c5	remark
19830520032209I	LEFT LANDING GEAR COLLAPSED ON LANDING ROLLOUT. FOUND LANDING GEAR BOLT BROKEN.
19830520037609I	LOST ELECTRIC POWER INSIDE OF OUTER MARKER ON APPROACH. LANDED SAFELY. FAULTY ALTERNATOR SWITCH POPPED CIRCUIT FUSE
19830520041509I	RIGHT ENGINE FIRE ON TOUCH DOWN. TURNED OFF BOOST PUMP. FIRE WENT OUT. ELECTRIC FUEL PUMP WAS LEAKING FUEL.
19830520054319A	LEFT WING STRUCK THE TOP OF A FUEL TRUCK ON LEAVING A GATE. FUEL TRUCK NOT ATTENDED. TAXI LINE DISTANCE INADEQUATE.
19830520075909A	LOST ELECTRICAL POWER, DESCENDED BELOW CLOUDS. ENGINE QUIT DUE TO CARBURETOR ICE. LOOSE ALTERNATOR BELT PROBABLE.
19830521020299A	STRUCK A POWERLINE, STALLED AND DIVED VERTICAL TO THE GROUND. REASON FOR THE UNSAFE ALTITUDE OF 70 FEET UNKNOWN.
19830521020359A	FAILED TO RECOVER FROM A SPIN. WAS LAST SEEN DOING A SNAP ROLL.
19830521020459A	PILOT LOST DIRECTIONAL CONTROL OF AIRCRAFT DURING LANDING WITH A QUARTERING TAILWIND.
19830521020499A	ASSEMBLED RUDDERVATOR INCORRECTLY. PITCH UP ON TOW. CUT LOOSE AND STALLED 45 DEGREE NOSE AND WING DOWN GROUND IMPAC
19830521021279A	STRUCK WIRES WHILE BUZZING RAFTERS ON A RIVER. WIRES BROKE, AIRCRAFT WAS ABLE TO RETURN TO BASE. LACKED ENDORSEMENT
19830521022089A	NOSE WHEEL STRUCK A ROCK AND COLLAPSED WHILE TAXIING ON THE GRASS TO AVOID JUMPERS ON THE TAXIWAY.
19830521024479I	LOST CONTROL AND GROUND LOOPED ON LANDING.
19830521025299A	BLEW A CYLINDER ON LEFT ENGINE. USED FIRE BOTTLE. FIRE MELTED HYDRAULIC LINE. GEAR UP LANDING. NO HYDRAULIC FLUID.
19830521025499A	INDICATES VFR PILOT LOST CONTROL IN AREA OF LOW CEILINGS,RAIN, SNOW AND TURBULENCE. 45 DEGREE NOSE DOWN IMPACT.
19830521028699I	BLEW A TIRE ON TAKEOFF. CONTINUED TO DESTINATION. REPLACED NO. 5 AND NO. 6 TIRES.
19830521028889I	AT LIFTOFF HELICOPTER GOT LIGHT ON THE SKIDS. GUST OF WIND DRIFTED UP LEFT SKID.MAIN AND TAIL ROTOR STRUCK GROUND.
19830521028979I	ENGINE LOST MANIFOLD PRESSURE AND POWER. EMERGENCY LANDING. FOUND END OF THROTTLE CABLE BROKEN AT END OF THE SHAFT.
19830521031969I	FIRE WARNING LIGHT CAME ON. ENGINE SHUT DOWN. LEAKING FUEL IGNITED. SMALL FUEL LEAK AT THE PYLON CONNECTOR.
19830521032189I	JUMPER WAS KILLED WHEN HE INADVERTENTLY RELEASED MAIN CANOPY. TOO LOW FOR RESREVE CHUTE TO SLOW DESCENT.
19830521032549I	AIR SHOW EXHAUST SMOKE FILLED COCKPIT AS GEAR WAS LOWERED. PILOT FAILED TO COMPLETE LANDING GEAR LOCKDOWN.
19830521034989I	FORGOT TO LOWER LANDING GEAR. LANDED GEAR UP.
19830521035059I	ENGINE QUIT ON CLIMB. RESTARTED. ENGINE RPM DECREASED. TOP SPARKPLUG CENTER ELECTRODE AND INSULATOR HAD BROKEN.
19830521038771I	WHILE TAXIING, THE PROPELLER STRUCK THE WING TIP OF N5199Q THAT WAS TAXIING FOR TAKEOFF.
19830521059259A	PILOT ALLOWED AIRCRAFT TO TOUCH DOWN SHORT OF RUNWAY SHEARING LEFT LANDING GEAR OFF.
19830521076152I	DURING TAXI FOR TAKEOFF, RIGHT WING TIP WAS STRUCK BY THE PROP OF INBOUND PITTS N123RG, A TAIL WHEEL AIRCRAFT.
19830522020319A	ENTERED A FLAT SPIN AFTER A SNAP ROLL. UNABLE TO RECOVER DUE TO A FAILED DOWN ELEVATOR BRACKET. A FAULTY WELD BROKE
19830522020339A	LANDED TOO LONG ON SHORT STRIP. STRUCK TREES LEFT OF RUNWAY CENTERLINE ON ATTEMPTED GO AROUND. FLAPS WERE DOWN.
19830522020409A	AIRFRAME FAILURE IFR EN ROUTE. THUNDERSTORMS IN AREA. INDICATES LOSS OF CONTROL AND HIGH G LOAD. LOADED BEHIND CG.
19830522020419A	PILOT WAS ATTEMPTING SHORT FIELD TAKEOFF AND STALLED AIRCRAFT ABOUT 25 FEET ABOVE RUNWAY.
19830522020479A	ENGINE QUIT ON FINAL. NOSED OVER IN AN OPEN FIELD SHORT OF AIRPORT RUNWAY. CONDITIONS GOOD FOR CARBURETOR ICE.
19830522020629A	CRASHED INTO TREES ON RISING TERRAIN IN A NARROW CANYON.  WAS FLYING UPHILL AT A LOW ALTITUDE.
19830522021209A	ADVISED TO GO AROUND DUE TO EMERGENCY TRAFFIC. PULLED UP IN A STEEP RIGHT TURN. STALLED AND SPUN IN.
19830522022169A	PILOT WAS UNABLE TO MAINTAIN DIRECTIONAL CONTROL AFTER LOSING BRAKES DURING LANDING ROLL.
19830522022979A	ENGINE QUIT ON THE TAKEOFF CLIMB. AIRCRAFT FLIPPED OVER ON THE FORCED LANDING. FOUND WATER IN THE FUEL.
19830522025309A	PILOT DELAYED GO AROUND AND AIRCRAFT CRASHED INTO TREES AT DEPARTURE END OF RUNWAY.
19830522028819I	RAN OUT OF FUEL DURING A VOR APPROACH. LANDED ON A ROAD. HAD FAILED TO CHECK FUEL LAST FIVE FLIGHTS.
19830522030599I	SKIDDED INTO A DITCH TURNING ONTO TAXIWAY AT END OF RUNWAY AFTER LANDING DOWNWIND.
19830522031739I	DISTRACTED BY TRAFFIC LANDED GEAR UP.
19830522032179I	JUMPER KILLED WHEN ANOTHER JUMPER MISJUDGED HIS SPEED. STRUCK OTHER JUMPERS IN STAR FORMATION. RIP CORD NOT PULLED.
19830522032199I	RIGHT BRAKE FAILED AND AIRCRAFT ROLLED DOWN A 4 FOOT INCLINE. STRUCK A FENCE. INBOARD EXPANDED TUBE FAILED.
19830522032519I	TAIL ROTOR STRUCK GUARD RAIL WHILE LANDING ON AN OFFSHORE  OIL RIG PLATFORM.
19830522034829I	FLIGHT ATTENDANT BECAME ILL EN ROUTE.  DIVERTED FOR UNSCHEDULED STOP.
19830522035249I	INADVERTENTLY LANDED WITH GEAR UP. ON A TEST FLIGHT CHECKING LANDING GEAR SWITCH HANDLE. LOW SETTING ON HORN.
19830522048439I	PROPELLER FLANGE ON CRANKSHAFT BROKE. PROP AND FLANGE FELL OFF AND HIT A WING. LANDED ON A HIGHWAY.
19830522067119I	LANDED GEAR UP. NO RADIO. DID NOT SEE RED SIGNAL LIGHT FROM TOWER.
19830522075009I	LANDED TO AVOID WEATHER.UNABLE TO STOP ON THE RUNWAY.VEERED OFF INTO TREES AND FAILED TO RETRACT FLAPS FOR BRAKING.
19830522075431A	COLLIDED WITH ANOTHER CROSSCOUNTRY GLIDER AT 13000 FEET. MAY HAVE BEEN LOOKING INSIDE AIRCRAFT.SPUN OUT OF CONTROL.
19830522075432A	ANOTHER GLIDER N6482 COLLIDED WITH HIS AIRCRAFT AT 13000 FT. BOTH WERE IN A CROSSCOUNTRY RACE. DID NOT SEE APPROACH
19830523020659A	AIRCRAFT BOUNCED ON LANDING COMING DOWN SECOND TIME ON RIGHT FLOAT WHICH DUG INTO WATER CAUSING AIRPLANE TO INVERT.
19830523020699A	RAN OUT OF FUEL ON CLIMBOUT FROM LAST SPRAY RUN OF A FIELD. STRUCK A FENCE DURING THE FORCED LANDING.
19830523020739A	STRUCK TREES IN RISING TERRAIN AT A 10,000 FOOT DENSITY ALTITUDE. NO MECHANICAL DEFECTS NOTED. PILOT USED AUTO FUEL
19830523023059A	ENCOUNTERED TURBULENCE AND/OR DOWNDRAFT ON FINAL. WENT AROUND BUT COULD NOT STOP DESCENDING TURN INTO A CANAL.
19830523028669I	FLIGHT ATTENDANT WAS BENT OVER GALLEY. STOOD UP. HEAD HIT AN OPEN GALLEY DOOR. RENDERED HER SEMI-CONSCIOUS.
19830523028679I	SMOKE IN CABIN WHILE TAXING. SMOKE CAME FROM AN OVERHEATED AIR CONDITIONING PACK. MALFUNCTIONING BATTERY BUS RELAY.
19830523028709I	GEAR COLLAPSED ON ROLLOUT. WAS UNABLE TO GET A SAFE GEAR DOWN LIGHT. FOUND NOSE LANDING GEAR DRIVE TUBE HAD FAILED.
19830523029039I	FAILED TO STAY CLEAR OF A DITCH WHILE TAXIING IN A PARKING AREA. RIGHT WHEEL DROPPED INTO DITCH.
19830523030499I	STRUCK JETWAY WITH LEFT WING TIP. PILOT THOUGHT HE HAD CLEARANCE. FLAGMAN FORGOT THE STOP SIGNAL.
19830523031609I	LOST CONTROL WHEN HOME BUILT LIFTED OFF BRIEFLY ON A PRACTICE FAST TAXI TEST RUN. STRUCK A RUNWAY LIGHT.
19830523031819I	LOST CONTROL ON A PRACTICE CROSSWIND LANDING. RAN OFF RUNWAY AND OVERTURNED.
19830523033619I	LEFT PROP AND ENGINE STRUCK A GROUND VEHICLE WHILE PILOT IN RIGHT SEAT WAS MAKING A RIGHT TURN OUT OF PARKING LOT.
19830523043519A	SWERVED OFF TAXIWAY AFTER APPLYING AIRCRAFTS BRAKES. NOSED OVER IN THE SOFT GROUND.
19830524020729A	ANALYSIS INDICATES AIRCRAFT STALLED IN A STEEP TURN TO FINAL ROLL AND SPUN INTO THE GROUND NEAR VERTICAL IMPACT.
19830524020749A	STRUCK WIRES MAKING A SCOUTING LOW PASS OVER A FIELD TO BE SPRAYED. DIVED INTO GROUND AND BURNED.
19830524020779A	AIRCRAFT STALLED AND CRASHED DURING TAKEOFF ATTEMPT.
19830524021029A	GLIDER PILOT LOST LIFT AND WAS FORCED TO MAKE OFF AIRPORT LANDING IN HIGH WEEDS WHICH CAUSED SUBSTANTIAL DAMAGE.
19830524021879A	NOSED OVER IN SOFT GROUND LANDING IN A FARM FIELD.
19830524022059A	LOST CONTROL WHILE TRYING TO FREE A STUCK TRUCK BY A LONG LINE. LINE ON ANGLE TIPPED HELICOPTER WHEN LOAD APPLIED.
19830524026309A	BOUNCED AND PORPOISED LANDING. FAILED TO CORRECT OR GO AROUND. IMPACT COLLAPSED THE NOSE GEAR ON FINAL BOUNCE.
19830524029219I	RIGHT ENGINE SUFFERED EXTENSIVE DAMAGE IN TURBINE SECTION. PILOT LANDED SAFELY AT NEAREST AIRPORT.
19830524029739I	ENGINE QUIT. LANDED IN A FIELD. EXHAUST VALVE FAILURE.
19830524031759I	RIGHT WINDSHIELD BLEW OUT OF FRAME AT FL 210. LANDED WITHOUT FURTHER INCIDENT.
19830524033289I	#1 ENGINE STRUCK A BAGGAGE CART WHILE TAXIING TO A GATE.  PILOT AND GROUND CREW MISJUDGEMENT.
19830524034919I	LANDED GEAR UP FROM A PRACTICE INSTRUMENT APPROACH.
19830524037649I	MADE HARD BUMPY LANDING AND GO AROUND DURING GUSTY SURFACE WINDS. BLEW NOSE TIRE AND DAMAGED WHEEL RIM.
19830525021019A	STRUCK WIRES ON A PULLUP FROM A SWATH RUN. SETTING SUN OBSCURED PILOTS VISION OF WIRES. WAS FAMILIAR WITH FIELD.
19830525021059A	AIRCRAFT NOSED OVER DURING LANDING ON PRIVATE TURF STRIP.
19830525021069A	ENTERED A SETTLING WITH POWER SITUATION AFTER TAKEOFF FROM A PARKING LOT. MADE HARD GROUND CONTACT ON A STREET.
19830525021089A	AIRCRAFTS LEFT MAIN LANDING GEAR WAS TORN OFF ON A LOW FINAL BY IMPACT WITH A TRUCK ON NEARBY I90. OTHER DAMAGE.
19830525021339A	PILOT ABORTED TAKEOFF BECAUSE HE THOUGHT ENGINE LOST POWER. AIRCRAFT COLLIDED WITH ABANDONED CAR.
19830525022159A	WHILE TAXIING FROM LANDING, THE ENGINE QUIT. AN EXPLOSION AND FIRE OCCURRED IN THE ENGINE AREA ON ATTEMPTED RESTART
19830525023009A	AIRCRAFT STALLED ON CLIMBOUT FROM A WATER TAKEOFF. HAD FAILED TO DRAIN ALL WATER FROM HULL. WATER SHIFTED CG.
19830525029469I	BOUNCED ON LANDING. USED IMPROPER NOSE DOWN INPUT TO RECOVER. DAMAGED NOSE GEAR AND PROPELLER.
19830525030049I	LANDED GEAR UP. GEAR HORN FAILED TO OPERATE. INTERMITTENT COIL WIRE CONTACT IN HORN ASSEMBLY.
19830525032699I	RAN OUT OF FUEL NEAR DESTINATION. LANDED IN AN OPEN FIELD NEAR THE VOR.
19830525033849A	LOST POWER VFR ON TOP. BROKE OUT AT 500 FEET AND LANDED IN TREES. LOW BOOST INOPERATIVE LEAKY THROTTLE SHAFT O RING
19830525035039I	LEFT GEAR COLLAPSED WHILE WAITING FOR TAXI INSTRUCTIONS. MAIN GEAR DRAG LINK BOLT HAD BROKEN IN TWO.
19830525035199I	INADVERTENTLY ACTIVATED LANDING GEAR ACTUATOR ON ROLLOUT. PROP STRUCK RUNWAY. MADE A-GO-AROUND. LANDED SAFELY.
19830525037599I	LOST CONTROL LANDING IN A GUSTY CROSSWIND. RAN OFF THE RUNWAY.
19830526021079A	CRASH OCCURRED DURING EMERGENCY LANDING AT NIGHT. ENGINE QUIT FROM FUEL EXHAUSTION.
19830526021259A	SLOW ON FINAL,STUDENT LEVEL TOO HIGH. AIRPLANE HIT SHORT OF RUNWAY COLLAPSING THE NOSE GEAR AND DAMAGING A WING.
19830526021269A	AIRCRAFT ENCOUNTERED TURBULENCE AND CRASHED INTO TREE DURING AERIAL APPLICATION OPERATION.
19830526021829A	STUDENT PILOT ALLOWED AIRCRAFT TO WHEEL BARROW AND LOST DIRECTIONAL CONTROL CAUSING CRASH OFF SIDE OF RUNWAY.
19830526021889A	RAN OUT OF THERMALS. DUST DEVIL LIFTED A WING ON OFF AIRPORT LANDING IN A PLOWED FIELD. GLIDER GROUND LOOPED.
19830526021929A	ENGINE QUIT FROM LACK OF OIL AFTER OIL LINES TO OIL COOLER BROKE. CRASH OCCURRED DURING NIGHT EMERGENCY LANDING.
19830526023729A	AIRCRAFT ENGINE QUIT DUE TO FUEL EXHAUSTION. CRASH OCCURRED DURING EMERGENCY LANDING.
19830526025409A	HELICOPTER WAS TRANSITIONING TO FORWARD FLIGHT WHEN EXPLOSION IN ENGINE COMPARTMENT OCCURRED.
19830526025609A	STUDENT DEPARTED INTO DENSE FOG AND HAZE. ANGLE OF IMPACT INDICATES A LOSS OF CONTROL. NO SIGN OFF FOR THE FLIGHT.
19830526026599A	STRUCK TREES IN MOUNTAINOUS TERRAIN IN IFR CONDITIONS.  STUDENT CERTIFICATE HAD BEEN REVOKED PREVIOUSLY.
19830526028659I	PILOT DRUG AN ENGINE ON LANDING. FOUND COWLING, CSD, AND ENGINE CASE WERE DEFORMED.
19830526028719I	FLIGHT ATTENDANT SLIPPED AND FELL IN SPILLED WATER IN LOWER GALLEY. PARAMEDIC MET AIRCRAFT.
19830526030211I	RIGHT MAIN GEAR COLLAPSED ON LANDING. INCORRECT PRELOAD TORQUE SPRING TENSION ON OVER CENTER LOCKS. LET GEAR UNLOCK
19830526030789I	LANDED WITH GEAR UP. PLACED SELECTOR DOWN.AMBER LIGHTS WENT OUT.GEAR WOULD NOT FULLY EXTEND BY HYDRAULIC OPERATION.
19830526031869I	LEFT CARGO DOOR SEPERATED FROM AIRCRAFT DURING A DESCENT. BOTH TOP HINGES HAD BROKEN.
19830526031989I	#2 FIRE WARNING LIGHT CAME ON. FIRE EXTINGUISHER DISCHARGED. LOWER FIRE DETECTOR HAD MALFUNCTIONED.
19830526033549I	STUDENT ALLOWED BALLOON CROWN LINE TO BECOME ENTANGLED.   UNABLE TO DEFLATE ON LANDING. DRIFTED INTO WIRES.
19830526034949I	STRUCK WIRES ON PRECAUTIONARY NIGHT LANDING MADE DUE TO FOG, BAD COMPASS AND RADIO. DAMAGED ROTORS.
19830526037229I	STUDENT PREPARING FOR PRIVATE TEST PORPOISED ON LANDING. DAMAGED SKIN PANEL.
19830526067799I	RIGHT MAIN GEAR HOUSING BROKE AFTER A NORMAL LANDING.
19830527021469A	STRUCK 2 PERSONS ON THE RAMP ON RETURNING TO LAND DUE TO A ROUGH ENGINE. WAS USING AUTO AND AVIATION FUEL MIXTURE.
19830527021709A	STUDENT PILOT LOST DIRECTIONAL CONTROL OF AIRCRAFT DURING TAKEOFF ROLL AND AIRCRAFT FLIPPED INVERTED.
19830527021759A	NUMBER 2 CYLINDER SPLIT DURING A SPRAY RUN. NOSED OVER, LANDED IN A PLOWED FIELD.
19830527021839A	DURING TAXI AFTER LANDING INSTRUCTOR ALLOWED WING TO STRIKE WIND TEE CAUSING SUBSTANTIAL DAMAGE.
19830527021859A	HIGH DENSITY ALTITUDE AND FULL LOAD ON TAKEOFF.  USED FULL FLAPS TO TRY TO CLEAR WIRES.  SETTLED TO GROUND IMPACT.
19830527025339A	GROUND LOOPED ON TAKEOFF ROLL. OUT OF RIG LANDING GEAR OVERSTRESSED THE TIRES.
19830527027479A	PILOT LOST DIRECTIONAL CONTROL OF AIRCRAFT DURING TOUCH AND GO LANDING CAUSING IT TO LEAVE RUNWAY INTO SOFT BERM.
19830527028789I	RIGHT MAIN GEAR DROPPED INTO A HOLE HIDDEN BY TALL GRASS AS PILOT TAXIED BETWEEN TAXIWAYS. GEAR COLLAPSED AFT.
19830527029459I	ENGINE RPM DROP, SMOKE AND FLAMES FROM ENGINE. PUT OUT FIRE AFTER LANDING. FUEL PUMP GASKET LEAKED FUEL.
19830527031099I	HEARD A LOUD POP. SMOKE AND FLAMES SEEN BEHIND PANEL. FIREBOTTLE EXTINGUISH FIRE. WINDSHIELD HEAT BREAKERS POPPED.
19830527031999I	#3 ENGINE LOST POWER ON LIFT OFF. RETURNED. FOUND MASSIVE FAILURE OF TURBINE SECTION.
19830527032019I	FIRE WARNING SYSTEM ACTIVATED. ABORTED. FIRE BOTTLES USED. RUPTURE FOUND IN BLEED AIR PICK UP DUCT. TURBINE DAMAGED
19830527033969I	HYDRAULIC FAILURE. GEAR FAILED TO LOCKDOWN AND COLLAPSED ON LANDING. DOWNLOCK HYDRAULIC LINE RUPTURED.
19830527037719I	UNABLE TO FULLY EXTEND NOSE GEAR. COLLAPSED ON LANDING. NOSE GEAR DRAG LINK HAD FAILED.
19830527046579I	NOSE GEAR COLLAPSED AFTER TOUCHDOWN. NOSE GEAR DOORS WERE BINDING ON THE FUSELAGE.
19830527066719I	LOST DIRECTIONAL CONTROL DURING A PRACTICE STOP AND GO LANDING. GROUND LOOPED.
19830528021309A	BALLOON DRIFTED INTO WIRES ON TAKEOFF.  PILOT INCAPACITATED BY PROPANE BURNS.  PASSENGER LANDED THE BALLOON.
19830528021429A	ALLOWED AIRCRAFT TO STRIKE THE WATER AND SINK WHILE MANUEVERING AT A LOW ALTITUDE. HAD BEEN DRINKING BEER.
19830528021489A	ALLOWED TAIL ROTOR STRIK DURING A HOVER CHECK OF HELICOPTER.HELICOPTER BEGAN TO SPIN AND THREW UNSECURED PILOT OUT.
19830528021509A	GLIDER VEERED OFF RUNWAY AT THE BEGINNING OF TAKEOFF AND WING CAUGHT VEGETATION CAUSING COLLISION WITH A DITCH.
19830528021549A	STALLED AND SPUN TO THE GROUND FROM 150 FOOT ALTITUDE DURING TAKEOFF. A PREVIOUS INJURY ACCIDENT IN THE AIRCRAFT.
19830528021569A	AIRCRAFT CRASHED DURING STEEP LOW LEVEL TURN WHEN WING HIT GROUND MANEUVERING OVER AIRPORT.
19830528021579A	LOST CONTROL IN AREA OF THUNDERSTORMS. WING HIT A TREE ON RECOVERY. REMAINED AIRBORNE. COLLAPSED GEAR ON LANDING.
19830528021591A	LOST CONTROL ON A DOWNWIND LANDING AND STRUCK AN AIRCRAFT HOLDING SHORT OF RUNWAY ON A TAXIWAY, N80202.
19830528021592A	WAS STRUCK BY A LANDING AIRCRAFT N2429F WHILE HOLDING ON A TAXIWAY FOR TAKEOFF. PILOT LOST CONTROL LANDING DOWNWIND
19830528021619A	GROUND LOOPED DURING A CROSSWIND LANDING. SIDELOAD COLLAPSED THE LEFT MAIN LANDING GEAR.
19830528021699A	ENGINE QUIT AT 500 FEET ON TAKEOFF. SEVERED THE LANDING GEAR ON THE FORCED LANDING.POSSIBLE FUEL EXHAUSTION.
19830528021769A	PILOT REPORTED POWER LOSS ON TAKEOFF.SETTLED INTO TREES AND BURNED. NO ENGINE PROBLEMS FOUND.
19830528021809A	LANDED TOO LONG ON SHORT FARM STRIP. RAN OFF END OF STRIP DOWN AN INCLINE, THROUGH A FENCE INTO A DITCH.
19830528021849A	LEFT ENGINE QUIT DUE TO FUEL CONTAMINATION AFTER LIFT OFF. AIRCRAFT CRASHED INTO TREES AND GROUND.
19830528021869A	AIRCRAFT FLIPPED INVERTED DURING EMERGENCY LANDING IN MUDDY FIELD.
19830528022599A	PILOTS LEG WAS BROKEN DURING A HARD LANDING. HE STATED HE WAS NOT BRACED PROPERLY FOR THE LANDING.
19830528025279A	PILOT CLAIMS GEAR COLLAPSED AFTER TOUCHDOWN BUT MARKS ON GEAR DOORS INDICATE GEAR UP LANDING.
19830528025379A	AIRCRAFT HIT CHAIN LINK FENCE 75 FEET SHORT OF RUNWAY DURING NIGHT LANDING.
19830528025629A	PILOT LOST DIRECTIONAL CONTROL DURING TOUCHDOWN AND AIRCRAFT RAN OFF SIDE OF RUNWAY.
19830528028779I	LEFT WING TIP STRUCK A PARKED AIRCRAFT WHEN PILOT TRIED TO REVERSE COURSE FROM A DEAD END TAXIWAY.
19830528028959I	RIGHT GEAR COLLAPSED ON THE LANDING ROLL. TWISTED TORQUE TUBE PREVENTED A LOCK DOWN.
19830528030309I	NOSE GEAR BEGAN COLLAPSE ON LANDING. MADE GO AROUND. SHOOK GEAR DOWN. LANDED SAFE. GEAR CHECKED NORMAL.
19830528031779I	ROUGH ENGINE AND POWER LOSS. MADE HARD LANDING IN RISING TERRAIN. CONDITIONS RIGHT FOR CARBURETOR ICING.
19830528032029I	LANDED WITH GEAR IN RETRACTED POSITION.
19830528032339I	AIRCRAFT MADE AN EMERGENCY LANDING AT LUKE AFB. DUE TO    FUEL EXHAUSTION. CAPTAIN FAILED TO QUESTION FUEL LOAD.
19830528032589I	RAN OUT FUEL EN ROUTE. LANDED ON A HIGHWAY. LEFT FUEL CAP IMPROPERLY SECURED. FUEL SIPHONED OUT.
19830528033259I	HAND PROPPING ENGINE. NONRATED PERSON HOLDING BRAKES.     MOVED FORWARD STRIKING ANOTHER PARKED AIRCRAFT.
19830528040299I	MADE EMERGENCY LANDING AT HARTFORD EN ROUTE. EXHAUST VALVE FAILURE IN TWO CYLINDERS.
19830528040319I	WING TIP STRUCK A FUELING TRUCK WHEN PILOT TRIED TO GO AROUND A PARKING JET AIRCRAFT.
19830528041539I	ENGINE QUIT EN ROUTE.  LANDED SAFE.  BELIEVED FUEL STARVATION.  ONE EMPTY AND ONE FULL TANK.  SELECTOR ON BOTH.
19830528043489A	PASSENGER AT CONTROLS. PILOT HAND STARTED ENGINE. AIRPLANE RAN INTO A PARKED AIRCRAFT.
19830528064569A	AIRCRAFT CRASHED DURING SPRAYING OPERATION WHEN IT ENTERED WAKE TURBULENCE FROM PRECEDING AIRCRAFT.
19830528064579A	PARACHUTE JUMPER HIT HORIZONTAL STABILZER DURING PREMATURE OPENING CAUSING SUBSTANTIAL DAMAGE.
19830528065249I	NOSE GEAR COLLAPSED ON LANDING. RIGHT MAIN PARTIALLY COLLAPSED. RETRACT LUGS WELDED TO NOSE GEAR BRACES FAILED.
19830528070359A	AIRCRAFT GROUND LOOPED BREAKING AXLE AND DAMAGING LEFT WING DURING LANDING.
19830529021539A	STUDENT PILOT LOST CONTROL DURING POWER APPLICATION ON A TOUCH AND GO. GROUND LOOPED. COLLAPSED THE GEAR.
19830529021629A	DURING ATTEMPTED GO AROUND AIRCRAFT COLLIDED WITH TREES   NEAR END OF RUNWAY.
19830529021669A	STUDENT PILOT ON UNAUTHORIZED CROSSCOUNTRY CRASHED DURING EMERGENCY LANDING AFTER FUEL EXHAUSTION.
19830529021679A	WIND CAUGHT AIRPLANE AS IT WAS FLARING FOR LANDING CAUSING BOTH WING TIPS TO HIT GROUND AND NOSE WHEEL BROKE OFF.
19830529021689A	CRASH OCCURRED DURING EMERGENCY LANDING AFTER SUDDEN ENGINE STOPPAGE. FUEL VENT SYSTEM WAS BLOCKED.
19830529023029A	LANDING GEAR SNAGGED A POWERLINE DURING A SWATH RUN.  AG PLANE ROLLED AND CRASHED INVERTED.
19830529023049A	ENGINE QUIT DUE TO RUNNING A TANK DRY. CRASH LANDED ON A ROAD SHORT OF AN AIRPORT. FUEL PRESENT IN OTHER TANK.
19830529026319A	LOST DIRECTIONAL CONTROL ON THE ROLLOUT. RAN OFF RUNWAY INTO A DITCH. CROSSWIND EXCEEDED AIRCRAFTS CAPABILITY.
19830529028769I	UNABLE TO ACCELERATE IN TALL GRASS ABORTED TAKEOFF. RAN OFF END OF RUNWAY THROUGH A FENCE AND SMALL TREES.
19830529032079I	WHEEL ASSEMBLY CAME APART ON TOUCHDOWN AND LEFT MAIN TIRE BLEW OUT.
19830529032599I	ROUGH ENGINE. STRUCK POWERLINES DURING A PRECAUTIONARY LANDING ON A GRASS STRIP. LANDED SAFELY.
19830529032619I	AIRCRAFT LOADED WITH MARIJUANA WAS LANDED IN A FIELD AND  ABANDONED.
19830529033309I	ALUMINUM TUBE FROM NOSE GEAR TO SPAR BROKE AFTER TAKEOFF. ABORTED AND LANDED ON REMAINING RUNWAY.
19830529033379I	WHEELS HIT THE WATER ON A TAKEOFF ATTEMPT FROM A SAND BAR. AIRCRAFT FLIPPED OVER.
19830529033639I	PILOT LANDED IN A LEFT QUATERING TAIL WIND. RAN OFF RIGHT SIDE OF RUNWAY. WING TIP WAS DAMAGED.
19830529033649I	FINAL RIDGE OBSCURED BY CLOUDS PER FORECAST. TRIED TO GO BACK BUT BECAME BOXED IN. LANDED IN A SOFT FIELD.
19830529033859A	WIND GUST VEERED AIRCRAFT ON TOUCHDOWN. BEGAN GO AROUND THEN ABORTED. LOST CONTROL AND RAN OFF THE RUNWAY.
19830529034069I	BUNGEE CORD ON LEFT MAIN GEAR FAILED WHILE LANDING IN A CROSSWIND.
19830529035309I	UNABLE TO EXTEND LANDING GEAR. LANDED WITH RIGHT GEAR UP. GEAR DOOR STUCK IN WHEEL WELL.
19830529041569I	LANDED SHORT OF RUNWAY. PILOT STATED ENGINE FAILED ON FINAL DUE TO FAILURE TO USE CARBURETOR HEAT.
19830529046589I	PILOT REPORTED THE AIRCRAFT RAN OUT OF FUEL EN ROUTE. LANDED IN A FIELD. REFUELED AND DEPARTED.
19830530021329A	HIT LINES
19830530021389A	DRIFTED OFF RUNWAY AFTER BALLOONING ON LANDING. RIGHT WING STRUCK A TREE. EXCEEDED AIRCRAFT'S CROSSWIND COMPONENT.
19830530021439A	STALLED DURING A SLOW NOSE HIGH STEEP TURN ON APPROACH TO THE RUNWAY. IMPACT VELOCITY NON SURVIVABLE.
19830530021449A	VFR PILOT DEPARTED IN AREA OF LOW CEILINGS AND THUNDERSTORMS. IMPACT ANGLE INDICATED LOSS OF CONTROL OF AIRCRAFT.
19830530021459A	FLEW INTO A VIOLENT THUNDERSTORM. THE AIRCRAFT DISINTEGRATED IN FLIGHT AT LOW ALTITUDE.NO RECORD OF WEATHER BRIEF.
19830530021499A	GOT INTO CLOUDS. CALLED FOR HELP BUT LOST CONTROL. A WING FAILED FROM OVERLOAD. WAS ADVISED VFR NOT RECOMMENDED.
19830530021719A	LOST CONTROL LANDING IN A STRONG GUSTY CROSSWIND. LEFT THE RUNWAY. FLIPPED OVER IN A DITCH. EXCEEDED COMPONENTS
